question_id,set_id,question_no,section,question_type,passage_id,prompt,question_text_ja,option_A,option_B,option_C,option_D,option_A_ja,option_B_ja,option_C_ja,option_D_ja,correct_option,correct_answer_text,correct_answer_text_ja,explanation_ja,vocabulary_notes_ja,difficulty,skill_tag,weak_point_tag,target_vocab,source_style
SET06-Q12,SET06,12,对话完成,dialogue_completion,,"A: Your speech was very clear.
B: Thank you. I practiced a lot.
A: Are you going to join the next contest?
B: (____)","次の会話を完成させなさい。
A： Your speech was very clear.
B： Thank you. I practiced a lot.
A： Are you going to join the next contest?
B： （　）","No, this bag is too heavy.",I cooked curry last night.,I think so. I want to try again.,The room is on the third floor.,"No, this bag is too heavy.",I cooked curry last night.,I think so. I want to try again.,The room is on the third floor.,C,I think so. I want to try again.,I think so. I want to try again.,会話の流れに合う返事は「I think so. I want to try again.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = I think so. I want to try again.（I think so. I want to try again.）",EIKEN_Pre2,school,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q13,SET06,13,对话完成,dialogue_completion,,"A: Excuse me. I lost my train ticket.
B: Do you remember where you bought it?
A: Yes, at the machine near Gate 2.
B: (____)","次の会話を完成させなさい。
A： Excuse me. I lost my train ticket.
B： Do you remember where you bought it?
A： Yes, at the machine near Gate 2.
B： （　）",I want to buy a new bicycle.,I ate lunch already.,Please go to the station office over there.,The movie starts at seven.,I want to buy a new bicycle.,I ate lunch already.,Please go to the station office over there.,The movie starts at seven.,C,Please go to the station office over there.,Please go to the station office over there.,会話の流れに合う返事は「Please go to the station office over there.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Please go to the station office over there.（Please go to the station office over there.）",EIKEN_Pre2,lost item,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q14,SET06,14,对话完成,dialogue_completion,,"A: Mom, can I invite Ken to dinner tonight?
B: Sure. What time will he come?
A: Around six thirty.
B: (____)","次の会話を完成させなさい。
A： Mom, can I invite Ken to dinner tonight?
B： Sure. What time will he come?
A： Around six thirty.
B： （　）",It is raining outside.,"No, I went there last week.",The test was very difficult.,OK. I’ll cook a little extra food.,It is raining outside.,"No, I went there last week.",The test was very difficult.,OK. I’ll cook a little extra food.,D,OK. I’ll cook a little extra food.,OK. I’ll cook a little extra food.,会話の流れに合う返事は「OK. I’ll cook a little extra food.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = OK. I’ll cook a little extra food.（OK. I’ll cook a little extra food.）",EIKEN_Pre2,home,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q15,SET06,15,对话完成,dialogue_completion,,"A: Welcome to Lake View Hotel. How may I help you?
B: I’d like to check in. My name is Tanaka.
A: Let me see. Yes, we have your reservation.
B: (____)","次の会話を完成させなさい。
A： Welcome to Lake View Hotel. How may I help you?
B： I’d like to check in. My name is Tanaka.
A： Let me see. Yes, we have your reservation.
B： （　）",Great. Could you tell me where the elevator is?,I bought it yesterday.,My dog likes the park.,I don’t have any homework.,Great. Could you tell me where the elevator is?,I bought it yesterday.,My dog likes the park.,I don’t have any homework.,A,Great. Could you tell me where the elevator is?,Great. Could you tell me where the elevator is?,会話の流れに合う返事は「Great. Could you tell me where the elevator is?」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Great. Could you tell me where the elevator is?（Great. Could you tell me where the elevator is?）",EIKEN_Pre2,hotel,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q16,SET06,16,阅读理解,reading_comprehension,SET06-P01,Where will Friday’s practice be held?,本文の内容に合う答えを選びなさい：金曜日の練習はどこで行われますか。,At Green Park.,In the gym.,In Room 4C.,At the city pool.,グリーンパークで。,体育館で。,4C教室で。,市民プールで。,A,At Green Park.,グリーンパークで。,本文の内容に合う答えは「At Green Park.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = At Green Park.（グリーンパークで。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q17,SET06,17,阅读理解,reading_comprehension,SET06-P01,Why is the practice place changing?,本文の内容に合う答えを選びなさい：なぜ練習場所が変わりますか。,The coach is sick.,The school field is being repaired.,The team has a game.,It will rain heavily.,コーチが病気だから。,学校のグラウンドが修理中だから。,チームに試合があるから。,大雨が降るから。,B,The school field is being repaired.,学校のグラウンドが修理中だから。,本文の内容に合う答えは「The school field is being repaired.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = The school field is being repaired.（学校のグラウンドが修理中だから。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q18,SET06,18,阅读理解,reading_comprehension,SET06-P01,What should students bring?,本文の内容に合う答えを選びなさい：生徒は何を持ってくるべきですか。,A camera.,A water bottle.,A lunch box.,A dictionary.,カメラ。,水筒。,弁当箱。,辞書。,B,A water bottle.,水筒。,本文の内容に合う答えは「A water bottle.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A water bottle.（水筒。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q19,SET06,19,阅读理解,reading_comprehension,SET06-P02,Where did Sofia go yesterday?,本文の内容に合う答えを選びなさい：ソフィアは昨日どこへ行きましたか。,To the city art museum.,To her school library.,To a train station.,To a zoo.,市立美術館へ。,学校の図書館へ。,駅へ。,動物園へ。,A,To the city art museum.,市立美術館へ。,本文の内容に合う答えは「To the city art museum.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = To the city art museum.（市立美術館へ。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q20,SET06,20,阅读理解,reading_comprehension,SET06-P02,What was the special exhibition about?,本文の内容に合う答えを選びなさい：特別展は何についてでしたか。,Space travel.,Famous singers.,Old cameras.,Animals in paintings.,宇宙旅行。,有名な歌手。,古いカメラ。,絵の中の動物。,D,Animals in paintings.,絵の中の動物。,本文の内容に合う答えは「Animals in paintings.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Animals in paintings.（絵の中の動物。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q21,SET06,21,阅读理解,reading_comprehension,SET06-P02,What did Sofia buy?,本文の内容に合う答えを選びなさい：ソフィアは何を買いましたか。,A painting.,Postcards.,A toy horse.,A notebook.,絵。,ポストカード。,おもちゃの馬。,ノート。,B,Postcards.,ポストカード。,本文の内容に合う答えは「Postcards.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Postcards.（ポストカード。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q22,SET06,22,阅读理解,reading_comprehension,SET06-P03,Where was the empty space?,本文の内容に合う答えを選びなさい：空き地はどこにありましたか。,Behind a hospital.,Inside a station.,Beside the city hall.,Next to a river.,病院の後ろ。,駅の中。,市役所の横。,川の隣。,C,Beside the city hall.,市役所の横。,本文の内容に合う答えは「Beside the city hall.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Beside the city hall.（市役所の横。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q23,SET06,23,阅读理解,reading_comprehension,SET06-P03,What did neighbors plant?,本文の内容に合う答えを選びなさい：近所の人たちは何を植えましたか。,Grass for sports.,Rice and tea.,Vegetables and flowers.,Only tall trees.,スポーツ用の芝生。,米とお茶。,野菜と花。,高い木だけ。,C,Vegetables and flowers.,野菜と花。,本文の内容に合う答えは「Vegetables and flowers.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Vegetables and flowers.（野菜と花。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q24,SET06,24,阅读理解,reading_comprehension,SET06-P03,What did children do during summer?,本文の内容に合う答えを選びなさい：子どもたちは夏の間に何をしましたか。,They painted the city hall.,They sold tickets.,They helped water the plants.,They built a bridge.,市役所にペンキを塗った。,チケットを売った。,植物に水をやる手伝いをした。,橋を作った。,C,They helped water the plants.,植物に水をやる手伝いをした。,本文の内容に合う答えは「They helped water the plants.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = They helped water the plants.（植物に水をやる手伝いをした。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q25,SET06,25,阅读理解,reading_comprehension,SET06-P04,What happened during Maya’s first speech contest?,本文の内容に合う答えを選びなさい：マヤの最初のスピーチコンテストで何が起こりましたか。,She lost her notebook.,She won first prize.,She forgot some words.,She arrived too late.,彼女はノートをなくした。,彼女は一位になった。,彼女はいくつかの言葉を忘れた。,彼女は遅れて着いた。,C,She forgot some words.,彼女はいくつかの言葉を忘れた。,本文の内容に合う答えは「She forgot some words.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = She forgot some words.（彼女はいくつかの言葉を忘れた。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q26,SET06,26,阅读理解,reading_comprehension,SET06-P04,What did her teacher tell her?,本文の内容に合う答えを選びなさい：先生は彼女に何と言いましたか。,The contest was canceled.,She needed a new school.,She should stop speaking English.,Mistakes could help her learn.,The contest was canceled.,She needed a new school.,She should stop speaking English.,間違いは学びの助けになる。,D,Mistakes could help her learn.,間違いは学びの助けになる。,本文の内容に合う答えは「Mistakes could help her learn.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Mistakes could help her learn.（間違いは学びの助けになる。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q27,SET06,27,阅读理解,reading_comprehension,SET06-P04,How did Maya speak this year?,本文の内容に合う答えを選びなさい：今年マヤはどのように話しましたか。,Very quietly.,In Japanese only.,With confidence.,Without practicing.,とても小さな声で。,In Japanese only.,自信を持って。,練習せずに。,C,With confidence.,自信を持って。,本文の内容に合う答えは「With confidence.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = With confidence.（自信を持って。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q28,SET06,28,阅读理解,reading_comprehension,SET06-P05,When is the night market held?,本文の内容に合う答えを選びなさい：ナイトマーケットはいつ開かれますか。,On the first Monday of each month.,Only on New Year’s Day.,Every morning in winter.,Every Friday in summer.,On the first Monday of each month.,Only on New Year’s Day.,Every morning in winter.,Every Friday in summer.,D,Every Friday in summer.,Every Friday in summer.,本文の内容に合う答えは「Every Friday in summer.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Every Friday in summer.（Every Friday in summer.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q29,SET06,29,阅读理解,reading_comprehension,SET06-P05,Where do musicians play music?,本文の内容に合う答えを選びなさい：音楽家たちはどこで演奏しますか。,Inside the library.,Behind the hospital.,At the bus stop.,Near the fountain.,Inside the library.,Behind the hospital.,At the bus stop.,Near the fountain.,D,Near the fountain.,Near the fountain.,本文の内容に合う答えは「Near the fountain.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Near the fountain.（Near the fountain.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET06-Q30,SET06,30,阅读理解,reading_comprehension,SET06-P05,Who does the market help?,本文の内容に合う答えを選びなさい：その市場は誰を助けますか。,Foreign airlines.,Only large hotels.,Small shops.,Farm animals.,Foreign airlines.,Only large hotels.,小さなお店。,Farm animals.,C,Small shops.,小さなお店。,本文の内容に合う答えは「Small shops.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Small shops.（小さなお店。）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q01,SET07,1,短句填空,sentence_fill,,The students were excited because their class trip was (____) for next Monday.,The students were excited because their class trip was （　） for next Monday.,repaired,burned,scheduled,hidden,修理した,burned,scheduled,hidden,C,scheduled,scheduled,文脈から「scheduled」が最も自然です。意味は「scheduled」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"scheduled = scheduled
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,schedule,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q02,SET07,2,短句填空,sentence_fill,,"A: Did you finish the book report?
B: Almost. I still need to (____) one more paragraph about the ending.","A: Did you finish the book report?
B: Almost. I still need to （　） one more paragraph about the ending.",lend,write,throw,freeze,lend,write,throw,freeze,B,write,write,文脈から「write」が最も自然です。意味は「write」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"write = write
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,vocabulary,vocabulary,write,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q03,SET07,3,短句填空,sentence_fill,,"The library was very (____), so Yuta could study there without any trouble.","The library was very （　）, so Yuta could study there without any trouble.",dangerous,quiet,golden,empty,dangerous,quiet,golden,空の,B,quiet,quiet,文脈から「quiet」が最も自然です。意味は「quiet」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"quiet = quiet
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,quiet,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q04,SET07,4,短句填空,sentence_fill,,"Miki forgot her lunch, so her friend decided to (____) a sandwich with her.","Miki forgot her lunch, so her friend decided to （　） a sandwich with her.",refuse,repair,collect,share,refuse,repair,collect,共有する,D,share,共有する,文脈から「share」が最も自然です。意味は「共有する」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"share = 共有する
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,share,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q05,SET07,5,短句填空,sentence_fill,,The train was delayed because of heavy snow. Many passengers had to (____) at the station for an hour.,The train was delayed because of heavy snow. Many passengers had to （　） at the station for an hour.,hide,push,wait,paint,hide,push,wait,paint,C,wait,wait,文脈から「wait」が最も自然です。意味は「wait」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"wait = wait
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,wait,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q06,SET07,6,短句填空,sentence_fill,,"A: This math problem is too hard.
B: Don’t worry. I’ll (____) it to you step by step.","A: This math problem is too hard.
B: Don’t worry. I’ll （　） it to you step by step.",invite,deliver,guess,explain,invite,配達する,guess,explain,D,explain,explain,文脈から「explain」が最も自然です。意味は「explain」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"explain = explain
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,explain,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q07,SET07,7,短句填空,sentence_fill,,"The new supermarket is very (____). It sells food, clothes, and even school supplies.","The new supermarket is very （　）. It sells food, clothes, and even school supplies.",silent,narrow,convenient,ancient,silent,狭い,convenient,ancient,C,convenient,convenient,文脈から「convenient」が最も自然です。意味は「convenient」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"convenient = convenient
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,convenient,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q08,SET07,8,短句填空,sentence_fill,,Aya practiced the piano every day and finally won first (____) in the contest.,Aya practiced the piano every day and finally won first （　） in the contest.,prize,noise,habit,reason,賞,noise,habit,reason,A,prize,賞,文脈から「prize」が最も自然です。意味は「賞」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"prize = 賞
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,noun,vocabulary,prize,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q09,SET07,9,短句填空,sentence_fill,,"My brother is too young to cook by himself, so an adult must (____) him in the kitchen.",弟は一人で料理するには幼すぎるので、大人が台所で彼を（　）必要があります。,miss,watch,fold,print,逃す／恋しく思う,見守る,折る,印刷する,B,watch,見守る,文脈から「watch」が最も自然です。意味は「見守る」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"watch = 見守る
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,watch,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q10,SET07,10,短句填空,sentence_fill,,The museum guide spoke slowly so that everyone could (____) her explanation.,博物館の案内係は、みんなが説明を（　）できるようにゆっくり話しました。,understand,return,damage,borrow,理解する,返す,損害を与える,借りる,A,understand,理解する,文脈から「understand」が最も自然です。意味は「理解する」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"understand = 理解する
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,understand,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q11,SET07,11,对话完成,dialogue_completion,,"A: Mom, can I invite Ken to dinner tonight?
B: Sure. What time will he come?
A: Around six thirty.
B: (____)","次の会話を完成させなさい。
A： Mom, can I invite Ken to dinner tonight?
B： Sure. What time will he come?
A： Around six thirty.
B： （　）",The test was very difficult.,OK. I’ll cook a little extra food.,It is raining outside.,"No, I went there last week.",The test was very difficult.,OK. I’ll cook a little extra food.,It is raining outside.,"No, I went there last week.",B,OK. I’ll cook a little extra food.,OK. I’ll cook a little extra food.,会話の流れに合う返事は「OK. I’ll cook a little extra food.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = OK. I’ll cook a little extra food.（OK. I’ll cook a little extra food.）",EIKEN_Pre2,home,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q12,SET07,12,对话完成,dialogue_completion,,"A: Welcome to Lake View Hotel. How may I help you?
B: I’d like to check in. My name is Tanaka.
A: Let me see. Yes, we have your reservation.
B: (____)","次の会話を完成させなさい。
A： Welcome to Lake View Hotel. How may I help you?
B： I’d like to check in. My name is Tanaka.
A： Let me see. Yes, we have your reservation.
B： （　）",I don’t have any homework.,I bought it yesterday.,Great. Could you tell me where the elevator is?,My dog likes the park.,I don’t have any homework.,I bought it yesterday.,Great. Could you tell me where the elevator is?,My dog likes the park.,C,Great. Could you tell me where the elevator is?,Great. Could you tell me where the elevator is?,会話の流れに合う返事は「Great. Could you tell me where the elevator is?」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Great. Could you tell me where the elevator is?（Great. Could you tell me where the elevator is?）",EIKEN_Pre2,hotel,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q13,SET07,13,对话完成,dialogue_completion,,"A: You look tired, Ben.
B: I stayed up late finishing my science project.
A: Is it due today?
B: (____)","次の会話を完成させなさい。
A： You look tired, Ben.
B： I stayed up late finishing my science project.
A： Is it due today?
B： （　）",It was sunny yesterday.,"Yes, I have to hand it in this morning.","No, I never study science.",I like sandwiches.,昨日は晴れていました。,はい、今朝提出しなければなりません。,いいえ、私は理科を勉強しません。,私はサンドイッチが好きです。,B,"Yes, I have to hand it in this morning.",はい、今朝提出しなければなりません。,"会話の流れに合う返事は「Yes, I have to hand it in this morning.」です。前の発言をよく読むと、自然につながる内容を選べます。","会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Yes, I have to hand it in this morning.（はい、今朝提出しなければなりません。）",EIKEN_Pre2,school,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q14,SET07,14,对话完成,dialogue_completion,,"A: This jacket is nice, but it’s too small.
B: Would you like to try a larger size?
A: Yes, please.
B: (____)","次の会話を完成させなさい。
A： This jacket is nice, but it’s too small.
B： Would you like to try a larger size?
A： Yes, please.
B： （　）",You should ride the bus.,I’ll bring one from the back.,The library is closed today.,I finished reading it.,バスに乗るべきです。,奥から一つ持ってきます。,図書館は今日は閉まっています。,それを読み終えました。,B,I’ll bring one from the back.,奥から一つ持ってきます。,会話の流れに合う返事は「I’ll bring one from the back.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = I’ll bring one from the back.（奥から一つ持ってきます。）",EIKEN_Pre2,shopping,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q15,SET07,15,对话完成,dialogue_completion,,"A: Dad, may I use the computer?
B: Did you finish your homework first?
A: Yes, I finished it a few minutes ago.
B: (____)","次の会話を完成させなさい。
A： Dad, may I use the computer?
B： Did you finish your homework first?
A： Yes, I finished it a few minutes ago.
B： （　）",I like your new shoes.,"No, we need more milk.",All right. You can use it for thirty minutes.,The train was late.,あなたの新しい靴が好きです。,いいえ、もっと牛乳が必要です。,いいですよ。30分使ってよいです。,電車が遅れました。,C,All right. You can use it for thirty minutes.,いいですよ。30分使ってよいです。,会話の流れに合う返事は「All right. You can use it for thirty minutes.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = All right. You can use it for thirty minutes.（いいですよ。30分使ってよいです。）",EIKEN_Pre2,home,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q16,SET07,16,阅读理解,reading_comprehension,SET07-P01,What will the group clean?,本文の内容に合う答えを選びなさい：何 will the group clean?,A shopping street.,A school garden.,Sunrise Beach.,A mountain trail.,A shopping street.,A school garden.,Sunrise Beach.,A mountain trail.,C,Sunrise Beach.,Sunrise Beach.,本文の内容に合う答えは「Sunrise Beach.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Sunrise Beach.（Sunrise Beach.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q17,SET07,17,阅读理解,reading_comprehension,SET07-P01,What did they find last month?,本文の内容に合う答えを選びなさい：何 did they find last month?,A lost dog.,Broken bicycles.,Old coins.,Many plastic bags.,A lost dog.,Broken bicycles.,Old coins.,Many plastic bags.,D,Many plastic bags.,Many plastic bags.,本文の内容に合う答えは「Many plastic bags.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Many plastic bags.（Many plastic bags.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q18,SET07,18,阅读理解,reading_comprehension,SET07-P01,When will the work finish?,本文の内容に合う答えを選びなさい：いつ will the work finish?,At 6 p.m.,Before noon.,After dinner.,Next Monday.,At 6 p.m.,Before noon.,After dinner.,Next Monday.,B,Before noon.,Before noon.,本文の内容に合う答えは「Before noon.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Before noon.（Before noon.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q19,SET07,19,阅读理解,reading_comprehension,SET07-P02,What kind of club is looking for new members?,本文の内容に合う答えを選びなさい：何 kind of club is looking for new members?,The tennis club.,The cooking club.,The drama club.,The computer club.,The tennis club.,The cooking club.,The drama club.,The computer club.,C,The drama club.,The drama club.,本文の内容に合う答えは「The drama club.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = The drama club.（The drama club.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q20,SET07,20,阅读理解,reading_comprehension,SET07-P02,What does Lily say students do not need?,本文の内容に合う答えを選びなさい：何 does Lily say students do not need?,Their parents’ help.,Acting experience.,A camera.,A music room.,Their parents’ help.,Acting experience.,カメラ。,A music room.,B,Acting experience.,Acting experience.,本文の内容に合う答えは「Acting experience.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Acting experience.（Acting experience.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q21,SET07,21,阅读理解,reading_comprehension,SET07-P02,When will the first meeting be?,本文の内容に合う答えを選びなさい：いつ will the first meeting be?,On Saturday night.,On Monday morning.,During lunch today.,On Tuesday after school.,On Saturday night.,On Monday morning.,During lunch today.,On Tuesday after school.,D,On Tuesday after school.,On Tuesday after school.,本文の内容に合う答えは「On Tuesday after school.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = On Tuesday after school.（On Tuesday after school.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET07-Q22,SET07,22,阅读理解,reading_comprehension,SET07-P03,What did students check first?,本文の内容に合う答えを選びなさい：何 did students check first?,How much water was used.,How old the building was.,How fast students ran.,How many books were lost.,How much water was used.,How old the building was.,How fast students ran.,How many books were lost.,A,How much water was used.,How much water was used.,本文の内容に合う答えは「How much water was used.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = How much water was used.（How much water was used.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
