question_id,set_id,question_no,section,question_type,passage_id,prompt,question_text_ja,option_A,option_B,option_C,option_D,option_A_ja,option_B_ja,option_C_ja,option_D_ja,correct_option,correct_answer_text,correct_answer_text_ja,explanation_ja,vocabulary_notes_ja,difficulty,skill_tag,weak_point_tag,target_vocab,source_style
G3SET04-Q28,G3SET04,28,長文の内容一致選択,reading_comprehension,G3SET04-P03,Why did Mei talk to Rina?,,She was interested in Rina’s book,She wanted Rina to play soccer,She needed help with cooking,She was late for class,リナの本に興味があったから,サッカーをしてほしかったから,料理を手伝ってほしかったから,授業に遅れたから,A,She was interested in Rina’s book,リナの本に興味があったから,Mei は Rina が読んでいた宇宙の本に興味を持ったため話しかけました。,be interested in = 〜に興味がある,EIKEN_Grade3,reading,reason,be interested in,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q29,G3SET04,29,長文の内容一致選択,reading_comprehension,G3SET04-P03,What did Rina and Mei make a poster about?,,The moon,Their town,School lunches,A music festival,月,町,学校給食,音楽祭,A,The moon,月,二人は月についてのポスターを作ることにしました。,make a poster = ポスターを作る,EIKEN_Grade3,reading,detail,make a poster,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q30,G3SET04,30,長文の内容一致選択,reading_comprehension,G3SET04-P03,What did Rina do during the project?,,She drew pictures,She bought snacks,She cleaned the classroom,She taught English,絵を描いた,お菓子を買った,教室を掃除した,英語を教えた,A,She drew pictures,絵を描いた,プロジェクトでは Rina が絵を描き、Mei が文を書きました。,draw pictures = 絵を描く,EIKEN_Grade3,reading,detail,draw pictures,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET05-Q01,G3SET05,1,短文の語句空所補充,sentence_fill,,Please (  ) the lights before you leave the classroom.,,turn off,turn up,look up,pick up,消す,音量を上げる,調べる,拾う,A,turn off,消す,教室を出る前に電気を「消す」ので turn off が正解です。,turn off：〜を消す,standard,vocabulary,,turn off,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q02,G3SET05,2,短文の語句空所補充,sentence_fill,,Miki wants to (  ) a diary in English every night.,,write down,write to,walk around,slow down,書きとめる,手紙を書く,歩き回る,速度を落とす,A,write down,書きとめる,日記を書く文脈なので write down が最も自然です。,write down：〜を書きとめる,standard,vocabulary,,write down,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q03,G3SET05,3,短文の語句空所補充,sentence_fill,,My uncle will (  ) us around the city this afternoon.,,show,stand,sound,suffer,案内する,立つ,聞こえる,苦しむ,A,show,案内する,show A around で「Aを案内する」という意味です。,show A around：Aを案内する,standard,vocabulary,,show A around,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q04,G3SET05,4,短文の語句空所補充,sentence_fill,,"I was (  ) my math test, so I studied for two hours.",,worried about,known as,filled with,close to,心配している,〜として知られる,〜でいっぱい,〜に近い,A,worried about,心配している,テストが心配なので be worried about が合います。,be worried about：〜を心配している,standard,vocabulary,,be worried about,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q05,G3SET05,5,短文の語句空所補充,sentence_fill,,This box is (  ) old books. It is very heavy.,,filled with,fond of,late for,born in,〜でいっぱい,〜が好き,〜に遅れる,〜で生まれる,A,filled with,〜でいっぱい,箱が古い本でいっぱいという意味です。,be filled with：〜でいっぱいである,standard,vocabulary,,be filled with,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q06,G3SET05,6,短文の語句空所補充,sentence_fill,,Please (  ) this form before the lesson starts.,,fill in,fall asleep,go abroad,get better,記入する,眠りに落ちる,海外に行く,良くなる,A,fill in,記入する,form に記入するは fill in this form です。,fill in：〜に記入する,standard,vocabulary,,fill in,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q07,G3SET05,7,短文の語句空所補充,sentence_fill,,My sister is (  ) cats. She has many cat pictures.,,fond of,afraid of,far from,full of,〜が好き,〜を恐れる,〜から遠い,〜でいっぱい,A,fond of,〜が好き,猫が好きという意味なので be fond of が正解です。,be fond of：〜が好きだ,standard,vocabulary,,be fond of,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q08,G3SET05,8,短文の語句空所補充,sentence_fill,,We arrived at the station just (  ) for the last train.,,in time,on vacation,next door,some other time,間に合って,休暇で,隣に,別の時に,A,in time,間に合って,終電に間に合った、という意味です。,in time：〜に間に合って,standard,vocabulary,,in time,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q09,G3SET05,9,短文の語句空所補充,sentence_fill,,My mother told me to (  ) because I had a fever.,,lie down,go away,get in,run away,横になる,立ち去る,乗り込む,逃げる,A,lie down,横になる,熱があるので横になる、という文脈です。,lie down：横になる,standard,vocabulary,,lie down,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q10,G3SET05,10,短文の語句空所補充,sentence_fill,,This park is (  ) its beautiful cherry trees.,,famous for,different from,absent from,ready for,〜で有名,〜と違う,〜を休む,〜の準備ができた,A,famous for,〜で有名,桜の木で有名な公園、という意味です。,be famous for：〜で有名である,standard,vocabulary,,be famous for,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q11,G3SET05,11,短文の語句空所補充,sentence_fill,,I will call Ken tonight because I want to (  ) with him.,,keep in touch,say goodbye,take out,turn over,連絡を取り続ける,別れを告げる,取り出す,裏返す,A,keep in touch,連絡を取り続ける,友達と連絡を取る、という意味です。,keep in touch with：〜と連絡を取る,standard,vocabulary,,keep in touch with,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q12,G3SET05,12,短文の語句空所補充,sentence_fill,,The children cleaned the room (  ) after the party.,,by themselves,on business,for fun,at least,自分たちだけで,仕事で,楽しみで,少なくとも,A,by themselves,自分たちだけで,子どもたちが自分たちで片付けた、という意味です。,by oneself：ひとりで；自分で,standard,vocabulary,,by oneself,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q13,G3SET05,13,短文の語句空所補充,sentence_fill,,My brother has (  ) playing soccer because his knee hurts.,,given up,got on,gone by,put on,やめた,乗った,過ぎた,着た,A,given up,やめた,ひざが痛いのでサッカーをやめた、という文脈です。,give up doing：〜することをやめる,standard,vocabulary,,give up doing,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q14,G3SET05,14,短文の語句空所補充,sentence_fill,,Could you (  ) my bag for a minute?,,take a look at,take a walk,take a medicine,take a trip,見る,散歩する,薬を飲む,旅行する,A,take a look at,見る,バッグを少し見ていてほしい、という意味で take a look at が自然です。,take a look at：〜を見る,standard,vocabulary,,take a look at,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q15,G3SET05,15,短文の語句空所補充,sentence_fill,,Taro (  ) his bike instead of taking the bus.,,went on foot with,rode to school on,walked around with,waited for,徒歩で行った,自転車で学校へ行った,歩き回った,待った,B,rode to school on,自転車で学校へ行った,バスではなく自転車で学校へ行った、という意味です。,instead of：〜の代わりに,standard,grammar,,instead of,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q16,G3SET05,16,会話文の文選択,dialog_completion,,"A: Excuse me. How can I get to the city library?
B: Go straight for two blocks and turn left. It is next to the post office.
A: Thank you. (  )
B: You’re welcome.",,This way?,I ate lunch already.,I have no idea.,It was made of wood.,こちらですか,もう昼食を食べました,わかりません,木でできていました,A,This way?,こちらですか,道案内を確認しているので This way? が自然です。,this way：こちらの方向へ,standard,conversation,,this way,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q17,G3SET05,17,会話文の文選択,dialog_completion,,"A: Are you ready for the school concert?
B: Not yet. I need to practice once more.
A: Don’t worry. You always do your best.
B: Thanks. (  )",,I will try hard.,I lost my way.,I am on vacation.,I washed the dishes.,がんばります,道に迷いました,休暇中です,皿を洗いました,A,I will try hard.,がんばります,励まされた返事として「頑張ります」が合います。,do one’s best：最善を尽くす,standard,conversation,,do one’s best,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q18,G3SET05,18,会話文の文選択,dialog_completion,,"A: You look tired, Mike.
B: I stayed up late to finish my homework.
A: You had better go to bed early tonight.
B: (  )",,You’re right.,It belongs to me.,I can see it over there.,She was born in Canada.,その通りです,それは私のものです,向こうに見えます,彼女はカナダで生まれました,A,You’re right.,その通りです,早く寝た方がよいと言われ、同意する返事です。,had better do：〜したほうがよい,standard,conversation,,had better do,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q19,G3SET05,19,会話文の文選択,dialog_completion,,"A: May I speak to Ms. Green?
B: I’m sorry, but she is out right now.
A: I see. Could you ask her to call me back?
B: Sure. (  )",,Please leave a message.,Please take off your shoes.,Please turn the card over.,Please go fishing.,伝言を残してください,靴を脱いでください,カードを裏返してください,釣りに行ってください,A,Please leave a message.,伝言を残してください,電話で相手が不在なので、伝言を残す場面です。,leave a message：伝言を残す,standard,conversation,,leave a message,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q20,G3SET05,20,会話文の文選択,dialog_completion,,"A: What did you do during winter vacation?
B: I stayed with my grandparents in Nagano.
A: That sounds nice. Did you have fun?
B: Yes. (  )",,I had a good time.,I was late for class.,I filled in the form.,I got off the bus.,楽しく過ごしました,授業に遅れました,用紙に記入しました,バスを降りました,A,I had a good time.,楽しく過ごしました,旅行や滞在の感想として had a good time が合います。,have a good time：楽しく過ごす,standard,conversation,,have a good time,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q21,G3SET05,21,長文の内容一致選択,reading_notice,G3SET05-P01,What can students do in the music room?,,Practice instruments,Cook lunch,Watch movies,Play basketball,楽器を練習する,昼食を作る,映画を見る,バスケットボールをする,A,Practice instruments,楽器を練習する,お知らせにはピアノ、ギター、バイオリンを練習できるとあります。,practice：練習する,standard,reading,detail,practice,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q22,G3SET05,22,長文の内容一致選択,reading_notice,G3SET05-P01,What should students do before they start using the room?,,Write down their names,Open all the windows,Call their parents,Bring food,名前を書く,窓を全部開ける,親に電話する,食べ物を持ってくる,A,Write down their names,名前を書く,ルール1に、始める前にノートに名前を書くとあります。,write down：〜を書きとめる,standard,reading,detail,write down,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q23,G3SET05,23,長文の内容一致選択,reading_notice,G3SET05-P01,"If students want to use the room on Saturday, what should they do?",,Ask Mr. Brown by Thursday,Come before 3:00 p.m.,Bring a violin,Clean the cafeteria,木曜日までにブラウン先生に頼む,午後3時前に来る,バイオリンを持ってくる,食堂を掃除する,A,Ask Mr. Brown by Thursday,木曜日までにブラウン先生に頼む,土曜日に使いたい場合は木曜日までにMr. Brownに頼むと書かれています。,ask A by Thursday：木曜日までにAに頼む,standard,reading,condition,ask A by Thursday,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q24,G3SET05,24,長文の内容一致選択,reading_email,G3SET05-P02,Why is Ben excited?,,He will visit Japan for the first time.,He will move to Narita.,He will buy a fish.,He will start a new club.,初めて日本を訪れるから,成田に引っ越すから,魚を買うから,新しいクラブを始めるから,A,He will visit Japan for the first time.,初めて日本を訪れるから,メールの冒頭で、来月初めて日本を訪れるので楽しみだと言っています。,for the first time：初めて,standard,reading,main_detail,for the first time,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q25,G3SET05,25,長文の内容一致選択,reading_email,G3SET05-P02,What food can Ben not eat?,,Fish,Rice,Bread,Cake,魚,米,パン,ケーキ,A,Fish,魚,Ben は “I cannot eat fish.” と書いています。,cannot eat：食べられない,standard,reading,detail,cannot eat,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q26,G3SET05,26,長文の内容一致選択,reading_email,G3SET05-P02,What kind of gift does Ben want to buy for his sister?,,Something with cats,A plane ticket,A Japanese fish dish,A sports bag,猫に関係するもの,飛行機のチケット,日本の魚料理,スポーツバッグ,A,Something with cats,猫に関係するもの,妹は猫が好きなので、猫のノートやキーホルダーがよいと考えています。,be fond of：〜が好きだ,standard,reading,inference,be fond of,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q27,G3SET05,27,長文の内容一致選択,reading_story,G3SET05-P03,What did the teacher ask each group to do?,,Find three famous places,Cook lunch in the park,Clean the museum,Buy a new map,有名な場所を3つ見つける,公園で昼食を作る,博物館を掃除する,新しい地図を買う,A,Find three famous places,有名な場所を3つ見つける,先生は各グループに地図を渡し、有名な場所を3つ見つけるように言いました。,find：見つける,standard,reading,detail,find,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q28,G3SET05,28,長文の内容一致選択,reading_story,G3SET05-P03,Where did Ken notice that the map was gone?,,In the park,On the old bridge,At the clock tower,In the train station,公園で,古い橋で,時計台で,駅で,A,In the park,公園で,公園で休憩した時に、地図がなくなっていることに気づきました。,take a break：休憩する,standard,reading,sequence,take a break,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q29,G3SET05,29,長文の内容一致選択,reading_story,G3SET05-P03,Who found the map?,,A woman at the museum,Ken’s teacher,Tom’s sister,A bus driver,博物館の女性,ケンの先生,トムの姉妹,バスの運転手,A,A woman at the museum,博物館の女性,博物館で働く女性が地図を持っていました。,work at：〜で働く,standard,reading,detail,work at,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET05-Q30,G3SET05,30,長文の内容一致選択,reading_story,G3SET05-P03,What did Ken learn?,,He should take care of things during a trip.,He should never visit old towns.,He should make maps by himself.,He should not walk with friends.,旅行中は物を大切に扱うべきだ,古い町を訪れるべきではない,地図を自分で作るべきだ,友達と歩くべきではない,A,He should take care of things during a trip.,旅行中は物を大切に扱うべきだ,最後の文で、旅行中に物を大切にすることが重要だと学んだとあります。,take care of：〜を大切にする,standard,reading,lesson,take care of,original_eiken3_set05_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q01,G3SET06,1,短文の語句空所補充,sentence_fill,,"Ken was (  ) this morning, so he ran to school.",,in a hurry,in a circle,in the world,in front of,急いで,輪になって,世界で,〜の前に,A,in a hurry,急いで,朝急いでいたので学校まで走った、という文脈です。,be in a hurry：急いで,standard,vocabulary,,be in a hurry,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q02,G3SET06,2,短文の語句空所補充,sentence_fill,,Please do not (  ) the bus. We still have five minutes.,,hurry up,fall down,grow up,wake up,急ぐ,転ぶ,成長する,目を覚ます,A,hurry up,急ぐ,まだ5分あるので「急がないで」という意味が自然です。,hurry up：急ぐ,standard,vocabulary,,hurry up,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q03,G3SET06,3,短文の語句空所補充,sentence_fill,,My sister will (  ) from junior high school next spring.,,graduate,exchange,invite,receive,卒業する,交換する,招待する,受け取る,A,graduate,卒業する,学校を卒業するには graduate from を使います。,graduate from：卒業する,standard,vocabulary,,graduate from,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q04,G3SET06,4,短文の語句空所補充,sentence_fill,,A: Where is my umbrella? B: I think you (  ) it at home.,,left,put,took,changed,置き忘れた,置いた,取った,変えた,A,left,置き忘れた,leave A at home で「Aを家に忘れる」です。,leave A at home：置き忘れた,standard,vocabulary,,leave A at home,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q05,G3SET06,5,短文の語句空所補充,sentence_fill,,"There is (  ) milk for everyone, so please take one cup.",,enough,another,either,sick,十分な,別の,どちらかの,病気の,A,enough,十分な,全員分あるので enough が適切です。,enough for：十分な,standard,vocabulary,,enough for,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q06,G3SET06,6,短文の語句空所補充,sentence_fill,,Mai wants to (  ) her old bike for a new one.,,exchange,laugh,belong,depend,交換する,笑う,属する,頼る,A,exchange,交換する,exchange A for B で「AをBと交換する」という意味です。,exchange A for B：交換する,standard,vocabulary,,exchange A for B,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q07,G3SET06,7,短文の語句空所補充,sentence_fill,,"The boy (  ) on the wet floor, but he was not hurt.",,fell down,went abroad,got on,came home,転んだ,海外へ行った,乗った,帰宅した,A,fell down,転んだ,ぬれた床で「転んだ」ので fell down が正解です。,fall down：転んだ,standard,vocabulary,,fall down,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q08,G3SET06,8,短文の語句空所補充,sentence_fill,,"(  ), please open your textbook to page ten.",,First of all,After all night,On vacation,For fun,まず最初に,一晩中の後で,休暇中に,楽しみで,A,First of all,まず最初に,授業の始めの指示なので First of all が自然です。,first of all：まず最初に,standard,vocabulary,,first of all,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q09,G3SET06,9,短文の語句空所補充,sentence_fill,,A: What do you do on Sundays? B: I often (  ) with my father at the river.,,go fishing,go to bed,go shopping,go into,釣りに行く,寝る,買い物に行く,入る,A,go fishing,釣りに行く,川で父とする活動なので go fishing が自然です。,go fishing：釣りに行く,standard,vocabulary,,go fishing,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q10,G3SET06,10,短文の語句空所補充,sentence_fill,,"I have a math test tomorrow, so I must (  ) early tonight.",,go to bed,get off,run away,say goodbye,寝る,降りる,逃げる,別れを言う,A,go to bed,寝る,明日のテストに備えて早く寝る、という文脈です。,go to bed：寝る,standard,vocabulary,,go to bed,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q11,G3SET06,11,短文の語句空所補充,sentence_fill,,Lisa (  ) a cold and stayed home yesterday.,,had,made,took,gave,ひいた,作った,取った,与えた,A,had,ひいた,have a cold で「風邪をひいている」です。,have a cold：ひいた,standard,vocabulary,,have a cold,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q12,G3SET06,12,短文の語句空所補充,sentence_fill,,A: (  ) do you practice the piano? B: Three times a week.,,How often,How far,How long,How many,どのくらいの頻度で,どのくらい遠く,どのくらい長く,いくつ,A,How often,どのくらいの頻度で,「週に3回」と頻度を答えているので How often が正解です。,how often：どのくらいの頻度で,standard,vocabulary,,how often,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q13,G3SET06,13,短文の語句空所補充,sentence_fill,,Our teacher will (  ) us to the new student tomorrow.,,introduce,brush,throw,belong,紹介する,磨く,捨てる,属する,A,introduce,紹介する,introduce A to B で「AをBに紹介する」です。,introduce A to B：紹介する,standard,vocabulary,,introduce A to B,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q14,G3SET06,14,短文の語句空所補充,sentence_fill,,My little brother is (  ) his favorite toy under the sofa.,,looking for,laughing at,depending on,getting off,探している,笑っている,頼っている,降りている,A,looking for,探している,ソファの下でおもちゃを探している文です。,look for：探している,standard,vocabulary,,look for,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q15,G3SET06,15,短文の語句空所補充,sentence_fill,,"We have to (  ) the exam next month, so we study every day.",,pass,paint,visit,hold,合格する,塗る,訪れる,持つ,A,pass,合格する,試験に合格するは pass the exam です。,pass the exam：合格する,standard,vocabulary,,pass the exam,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q16,G3SET06,16,会話文の文選択,dialogue_completion,,"A: You look tired, Haru.
B: Yes, I studied until midnight.
A: You should sleep earlier tonight.
B: (  )",,You are right. I will go to bed early.,I will get off the bus here.,The library is over there.,I have no pets at home.,その通りです。早く寝ます。,ここでバスを降ります。,図書館は向こうです。,家にペットはいません。,A,You are right. I will go to bed early.,その通りです。早く寝ます。,疲れている相手への助言に対する返事なので、早く寝るという内容が合います。,go to bed：その通りです。早く寝ます。,standard,dialogue,,go to bed,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q17,G3SET06,17,会話文の文選択,dialogue_completion,,"A: Excuse me. I am looking for the city museum.
B: Go straight for two blocks. It is on your right.
A: Thank you.
B: (  )",,You are welcome.,I was born in March.,I need another minute.,I bought a pair of shoes.,どういたしまして。,私は3月に生まれました。,あと1分必要です。,靴を一足買いました。,A,You are welcome.,どういたしまして。,お礼に対する自然な返事は You are welcome. です。,on one’s right：どういたしまして。,standard,dialogue,,on one’s right,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q18,G3SET06,18,会話文の文選択,dialogue_completion,,"A: Did you call your grandmother back?
B: Not yet. I was busy with my homework.
A: She may be waiting.
B: (  )",,I will call her right away.,I will change trains here.,I am scared of dogs.,I went fishing yesterday.,すぐに電話します。,ここで電車を乗り換えます。,犬がこわいです。,昨日釣りに行きました。,A,I will call her right away.,すぐに電話します。,折り返し電話する必要があるので right away を含む返答が合います。,call A back / right away：すぐに電話します。,standard,dialogue,,call A back / right away,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q19,G3SET06,19,会話文の文選択,dialogue_completion,,"A: Why are you putting on your jacket?
B: I am going out for a walk.
A: It may rain soon.
B: (  )",,Then I will take an umbrella.,I can speak French well.,This story starts with a song.,My mother is at home.,それなら傘を持っていきます。,フランス語を上手に話せます。,この物語は歌で始まります。,母は家にいます。,A,Then I will take an umbrella.,それなら傘を持っていきます。,雨が降りそうと言われた後なので、傘を持っていく返事が自然です。,put on / go out for：それなら傘を持っていきます。,standard,dialogue,,put on / go out for,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q20,G3SET06,20,会話文の文選択,dialogue_completion,,"A: I heard you received a prize in the art contest.
B: Yes, I did.
A: Congratulations! Your parents must be happy.
B: (  )",,They are very proud of me.,They are next door now.,They change trains every day.,They have a stomachache.,彼らは私をとても誇りに思っています。,彼らは今隣にいます。,彼らは毎日電車を乗り換えます。,彼らは腹痛です。,A,They are very proud of me.,彼らは私をとても誇りに思っています。,賞をもらって親が喜ぶ文脈なので proud of が合います。,be proud of / receive a prize：彼らは私をとても誇りに思っています。,standard,dialogue,,be proud of / receive a prize,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q21,G3SET06,21,長文の内容一致選択,reading_notice,G3SET06-P01,What will students do at the library?,,Put books back and clean tables.,Cook lunch for visitors.,Teach English to children.,Paint the outside walls.,本を棚に戻し、机を掃除する。,訪問者に昼食を作る。,子どもに英語を教える。,外壁を塗る。,A,Put books back and clean tables.,本を棚に戻し、机を掃除する。,お知らせに「本を棚に戻す」「机をきれいにする」とあります。,put books back：本を棚に戻し、机を掃除する。,standard,reading,,put books back,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q22,G3SET06,22,長文の内容一致選択,reading_notice,G3SET06-P01,What should students bring?,,A drink.,A guitar.,A lunch box.,A dictionary.,飲み物。,ギター。,弁当箱。,辞書。,A,A drink.,飲み物。,本文に Bring a drink とあります。,bring a drink：飲み物。,standard,reading,,bring a drink,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q23,G3SET06,23,長文の内容一致選択,reading_notice,G3SET06-P01,How can students receive a small notebook?,,By helping for two hours or more.,By arriving after 2:00 p.m.,By cleaning only one table.,By writing a letter to the library.,2時間以上手伝うことで。,午後2時以降に到着することで。,机を1つだけ掃除することで。,図書館に手紙を書くことで。,A,By helping for two hours or more.,2時間以上手伝うことで。,2時間以上手伝った生徒が小さなノートを受け取ります。,receive a notebook：2時間以上手伝うことで。,standard,reading,,receive a notebook,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q24,G3SET06,24,長文の内容一致選択,reading_email,G3SET06-P02,Why is Emily excited?,,She has never been to a Japanese school festival.,She will move to Japan next week.,She won a cookie contest.,She will meet her old teacher.,日本の学校祭に行ったことがないから。,来週日本へ引っ越すから。,クッキーコンテストで勝ったから。,昔の先生に会うから。,A,She has never been to a Japanese school festival.,日本の学校祭に行ったことがないから。,Emily は日本の学校祭に行ったことがないので楽しみだと書いています。,have never been to：日本の学校祭に行ったことがないから。,standard,reading,,have never been to,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q25,G3SET06,25,長文の内容一致選択,reading_email,G3SET06-P02,What does Emily ask Yuta to do?,,Meet her at Midori Station.,Buy cookies before school.,Visit her house at night.,Teach her how to swim.,みどり駅で会う。,学校の前にクッキーを買う。,夜に彼女の家を訪ねる。,泳ぎ方を教える。,A,Meet her at Midori Station.,みどり駅で会う。,10時30分に駅に着くので迎えに来てほしいと頼んでいます。,meet me there：みどり駅で会う。,standard,reading,,meet me there,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q26,G3SET06,26,長文の内容一致選択,reading_email,G3SET06-P02,What can Emily help with?,,Selling cookies at Yuta’s class table.,Making a map of the town.,Cleaning the station.,Writing a music report.,雄太のクラスのテーブルでクッキーを売ること。,町の地図を作ること。,駅を掃除すること。,音楽レポートを書くこと。,A,Selling cookies at Yuta’s class table.,雄太のクラスのテーブルでクッキーを売ること。,クラスがクッキーを売ると聞き、必要ならテーブルを手伝えると書いています。,help at your table：雄太のクラスのテーブルでクッキーを売ること。,standard,reading,,help at your table,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q27,G3SET06,27,長文の内容一致選択,reading_story,G3SET06-P03,What did Kenta’s grandfather use to do on the bench?,,Watch birds and talk with Kenta.,Read letters from school.,Paint pictures of buses.,Sell flowers to neighbors.,鳥を見て健太と話す。,学校からの手紙を読む。,バスの絵を描く。,近所の人に花を売る。,A,Watch birds and talk with Kenta.,鳥を見て健太と話す。,祖父は毎晩ベンチで鳥を見たり健太と話したりしていました。,used to do：鳥を見て健太と話す。,standard,reading,,used to do,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
