ID,English,category,Japanese,Chinese,Example_English short,Example_English,Example_Japanese,Example_Chinese,Importance,mistake time,Frequncy in test
0417,balance,??,バランスを取る,保持平衡；?衡,balance A with B,She balanced work with play.,彼女は仕事と遊びのバランスを取った。,?平衡了工作和??。,B,0,B
0418,block,??,妨げる；ふさぐ,阻?；堵住,block the way,A fallen tree blocked the road.,倒れた木が道をふさいだ。,倒下的??住了道路。,B,0,B
0419,blow,??,吹く,吹；刮,blow up,The wind blew strongly last night.,昨夜、風が強く吹いた。,昨??刮得很大。,B,0,B
0420,compare,??,比べる,比?,compare A with B,Compare your answer with mine.,あなたの答えを私の答えと比べてください。,?把?的答案和我的比?一下。,B,0,B
0421,date,??,デートする,?会；注明日期,date a person,They dated for two years.,彼らは2年間デートした。,他?交往了?年。,B,0,B
0422,decorate,??,飾る,装?,decorate A with B,We decorated the room with flowers.,私たちは部屋を花で飾った。,我?用花装?了房?。,B,0,B
0423,decrease,??,減る；減少させる,?少；降低,decrease gradually,The number of visitors decreased.,訪問者の数が減った。,?客数量?少了。,B,0,B
0424,destroy,??,破壊する,破坏；摧?,destroy completely,The fire destroyed the old building.,火事がその古い建物を破壊した。,大火摧?了那?旧建筑。,B,0,B
0425,dig,??,掘る,?,dig a hole,The dog dug a hole in the garden.,犬は庭に穴を掘った。,狗在花?里?了个洞。,B,0,B
0426,discover,??,発見する,??,discover a fact,Scientists discovered a new planet.,科学者たちは新しい惑星を発見した。,科学家??了一?新行星。,B,0,B
0427,discuss,??,議論する,??,discuss a matter,We discussed the problem in class.,私たちは授業でその問題について話し合った。,我?在?堂上??了?个??。,B,0,B
0428,draw,??,描く；引く,画；拉,draw a picture,She drew a picture of her dog.,彼女は自分の犬の絵を描いた。,?画了一幅?的狗的画。,B,0,B
0429,earn,??,稼ぐ,??；?得,earn money,He earns money by helping neighbors.,彼は近所の人を手伝ってお金を稼ぐ。,他通??助?居??。,B,0,B
0430,exhibit,??,展示する,展示,exhibit artwork,The museum exhibited old paintings.,その博物館は古い絵を展示した。,博物?展出了古画。,B,0,B
0431,fill,??,満たす,装?；填?,fill A with B,Please fill the bottle with water.,その瓶を水で満たしてください。,?把瓶子装?水。,B,0,B
0432,flow,??,流れる,流?,flow through,The river flows through the town.,その川は町を流れている。,那条河流?城?。,B,0,B
0433,forgive,??,許す,原?,forgive A for B,Please forgive me for being late.,遅れてしまって許してください。,?原?我?到了。,B,0,B
0434,freeze,??,凍る；凍らせる,?冰；??,freeze solid,The lake froze in winter.,その湖は冬に凍った。,那个湖冬天?冰了。,B,0,B
0435,hire,??,雇う,雇用,hire a worker,The company hired a new engineer.,その会社は新しい技術者を雇った。,那家公司雇了一名新工程?。,B,0,B
0436,hunt,??,狩る；探す,打?；?找,hunt for,They hunted for a lost key.,彼らはなくした鍵を探した。,他??找?失的?匙。,B,0,B
0437,impress,??,感動させる,?……留下深刻印象,be impressed with,Her speech impressed the audience.,彼女のスピーチは聴衆に感銘を与えた。,?的演?打?了??。,B,0,B
0438,injure,??,傷つける,使受?,be injured in,He injured his knee during practice.,彼は練習中に膝をけがした。,他在??中弄?了膝盖。,B,0,B
0439,judge,??,判断する；裁く,判断；?判,judge by,Don't judge people by their clothes.,服装で人を判断してはいけない。,不要以衣着判断?人。,B,0,B
0440,lift,??,持ち上げる,?起；抬起,lift a box,Can you lift this heavy box?,この重い箱を持ち上げられますか。,?能抬起?个重箱子?？,B,0,B
0441,locate,??,位置を突き止める；置く,定位；放置,be located in,The map helped us locate the hotel.,地図はホテルの場所を見つけるのに役立った。,地??助我?找到了酒店位置。,B,0,B
0442,measure,??,測る,?量,measure exactly,We measured the length of the room.,私たちは部屋の長さを測った。,我??量了房?的?度。,B,0,B
0443,memorize,??,暗記する,?住；背?,memorize a poem,I memorized the poem for class.,私は授業のためにその詩を暗記した。,我??堂背下了那首?。,B,0,B
0444,park,??,駐車する,停?,park a car,You can park your car here.,ここに車を駐車できます。,?可以把?停在?里。,B,0,B
0445,pour,??,注ぐ,倒；注入,pour A into B,She poured tea into the cup.,彼女はカップにお茶を注いだ。,?把茶倒?杯子里。,B,0,B
0446,press,??,押す；アイロンをかける,按；?,press a button,Press the button to start.,始めるにはボタンを押してください。,按下按??始。,B,0,B
0447,prevent,??,防ぐ,防止,prevent an accident,This medicine helps prevent colds.,この薬は風邪を防ぐのに役立つ。,???有助于?防感冒。,B,0,B
0448,provide,??,供給する,提供,provide A with B,The school provides lunch for students.,学校は生徒に昼食を提供する。,学校?学生提供午餐。,B,0,B
0449,pull,??,引く,拉,pull a rope,Pull the door to open it.,ドアを開けるには引いてください。,拉?打?。,B,0,B
0450,push,??,押す,推；按,push a button,Don't push the door too hard.,ドアを強く押しすぎないでください。,不要太用力推?。,B,0,B
0451,recycle,??,再利用する,回收利用,recycle bottles,We recycle plastic bottles at school.,私たちは学校でペットボトルをリサイクルしている。,我?在学校回收塑料瓶。,B,0,B
0452,reduce,??,減らす,?少；降低,reduce a price,We should reduce food waste.,私たちは食品ロスを減らすべきだ。,我????少食物浪?。,B,0,B
0453,remove,??,取り除く；移動させる,移除；移?,remove a cover,Please remove your shoes here.,ここで靴を脱いでください。,?在?里脱鞋。,B,0,B
0454,repeat,??,繰り返す,重?,repeat a sentence,Could you repeat the question?,質問を繰り返していただけますか。,?能重?一下???？,B,0,B
0455,replace,??,取り換える,替?；更?,replace A with B,We replaced the old chair with a new one.,私たちは古い椅子を新しいものと取り替えた。,我?把旧椅子?成了新的。,B,0,B
0456,require,??,必要とする,需要,require effort,This job requires time and money.,この仕事には時間とお金が必要だ。,??工作需要??和金?。,B,0,B
0457,retire,??,退職する,退休；退役,retire from,My grandfather retired last year.,祖父は去年退職した。,我祖父去年退休了。,B,0,B
0458,ring,??,鳴る；鳴らす,?；??,ring a bell,The bell rang at noon.,正午にベルが鳴った。,?在中午?了。,B,0,B
0459,scream,??,叫ぶ,尖叫,scream for help,The child screamed for help.,その子どもは助けを求めて叫んだ。,那个孩子大声呼救。,B,0,B
0460,shout,??,叫ぶ；大声で言う,喊叫,shout loudly,Don't shout in the library.,図書館で叫ばないでください。,不要在???大喊。,B,0,B
0461,stare,??,じっと見る,凝?；?着看,stare at,He stared at the strange animal.,彼はその不思議な動物をじっと見た。,他?着那只奇怪的?物看。,B,0,B
0462,suggest,??,提案する；示唆する,建?；暗示,suggest doing,She suggested studying together.,彼女は一緒に勉強することを提案した。,?建?一起学?。,B,0,B
0463,survive,??,生き残る,幸存；生存,survive without,The plants survived the cold winter.,その植物は寒い冬を生き延びた。,那些植物熬?了寒冬。,B,0,B
0464,touch,??,触れる；感動させる,触摸；感?,touch a picture,Please don't touch the picture.,その絵に触らないでください。,?不要?那幅画。,B,0,B
0465,trap,??,閉じ込める；わなで捕らえる,困住；捕?,be trapped in,The cat was trapped in the building.,猫は建物の中に閉じ込められた。,猫被困在建筑物里。,B,0,B
0466,treat,??,扱う；治療する,?待；治?,treat A like B,Treat him like a child.,彼を子どものように扱いなさい。,像?待孩子一??待他。,B,0,B
0467,trust,??,信用する,信任,trust someone,You can trust me.,私を信頼していいですよ。,?可以相信我。,B,0,B
0468,volunteer,??,志願する,志愿做；自愿,volunteer at,She volunteered at the hospital.,彼女は病院でボランティアをした。,?在医院做志愿者。,B,0,B
0469,act,??,行動する；演じる,行?；表演,act in a play,He acted in a school play.,彼は学校の劇で演じた。,他在学校??中表演。,B,0,B
0470,admit,??,認める；入学を許可する,承?；准??入,admit doing,He admitted his mistake.,彼は自分の間違いを認めた。,他承?了自己的??。,B,0,B
0471,advertise,??,宣伝する,宣?；做广告,advertise a product,They advertised a new product online.,彼らは新製品をオンラインで宣伝した。,他?在网上宣?新?品。,B,0,B
0472,afford,??,余裕がある,?担得起,afford to do,I can't afford a new phone now.,今は新しい電話を買う余裕がない。,我?在?不起新手机。,B,0,B
0473,announce,??,発表する,宣布；?表,announce a plan,The teacher announced the test date.,先生はテストの日程を発表した。,老?公布了考?日期。,B,0,B
0474,apologize,??,謝る,道歉,apologize for,He apologized for being late.,彼は遅れたことを謝った。,他??到道歉。,B,0,B
0475,apply,??,申し込む；当てはまる,申?；?用,apply for,She applied for the job yesterday.,彼女は昨日その仕事に応募した。,?昨天申?了那?工作。,B,0,B
0476,approach,??,接近する,接近；靠近,approach a place,The train approached the station.,電車が駅に近づいた。,火?接近了?站。,B,0,B
0477,argue,??,主張する；言い争う,争?；主?,argue about,They argued about the plan.,彼らはその計画について言い争った。,他??那个??争?。,B,0,B
0478,attract,??,引きつける,吸引,attract attention,The festival attracted many visitors.,その祭りは多くの訪問者を引きつけた。,?个?日吸引了很多游客。,B,0,B
0479,award,??,授与する,授予；?励,award A to B,The school awarded a prize to him.,学校は彼に賞を授与した。,学校?他?了?。,B,0,B
0480,bark,??,吠える,吠叫,bark at,The dog barked at a stranger.,犬は見知らぬ人に吠えた。,狗?陌生人叫。,B,0,B
0481,behave,??,振る舞う,表?；?止,behave well,Please behave well in class.,授業中はきちんと振る舞ってください。,?在?堂上好好表?。,B,0,B
0482,breathe,??,呼吸する,呼吸,breathe deeply,Breathe deeply and relax.,深く呼吸してリラックスしてください。,深呼吸并放松。,B,0,B
0483,brush,??,ブラシをかける,刷；梳理,brush teeth,Brush your teeth before bed.,寝る前に歯を磨きなさい。,睡前刷牙。,B,0,B
0484,burn,??,燃える；燃やす,燃?；??,burn well,Paper burns easily.,紙はよく燃える。,?很容易燃?。,B,0,B
0485,appointment,名?,予約；約束,??；?定,make an appointment,I have a dentist appointment tomorrow.,明日、歯医者の予約があります。,我明天有牙医??。,B,0,B
0486,ballet,名?,バレエ,芭蕾,a ballet dancer,She studies ballet every Saturday.,彼女は毎週土曜日にバレエを習っている。,??周六学?芭蕾。,B,0,B
0487,capital,名?,首都；資本；大文字,首都；?本；大写字母,the capital of,Tokyo is the capital of Japan.,東京は日本の首都です。,?京是日本的首都。,B,0,B
0488,ceremony,名?,儀式；式典,?式；典礼,a graduation ceremony,We attended the graduation ceremony.,私たちは卒業式に出席した。,我?参加了??典礼。,B,0,B
0489,chef,名?,シェフ；料理長,厨?；主厨,a French chef,The chef cooked a special dinner.,シェフは特別な夕食を作った。,厨?做了一?特?的?餐。,B,0,B
0490,climate,名?,気候,气候,a mild climate,The climate here is mild.,ここの気候は温暖だ。,?里的气候很温和。,B,0,B
0491,coast,名?,海岸；沿岸,海岸；沿海,from coast to coast,We walked along the coast.,私たちは海岸に沿って歩いた。,我?沿着海岸散?。,B,0,B
0492,commercial,名?,コマーシャル,商?广告,TV commercial,I saw a funny TV commercial.,面白いテレビコマーシャルを見た。,我看到了一?有趣的??广告。,B,0,B
0493,credit,名?,クレジット；信用,信用；??,pay by credit card,I paid for the book by credit card.,私はその本をクレジットカードで支払った。,我用信用?支付了那本?。,B,0,B
0494,decoration,名?,飾り；装飾,装?；装?品,Christmas decorations,We put decorations on the Christmas tree.,私たちはクリスマスツリーに飾りをつけた。,我?在???上挂了装?品。,B,0,B
0495,dormitory,名?,寮；寄宿舎,宿舍,a dormitory room,The students live in a dormitory near the school.,学生たちは学校の近くの寮に住んでいる。,学生?住在学校附近的宿舍里。,B,0,B
0496,exhibition,名?,展覧会；展示会,展?会,an art exhibition,We visited an art exhibition last Sunday.,私たちは先週の日曜日に美術展を訪れた。,我?上周日参?了一个美?展。,B,0,B
0497,experiment,名?,実験,??,do an experiment,The students did a science experiment.,生徒たちは理科の実験をした。,学生?做了一个科学??。,B,0,B
0498,factory,名?,工場,工厂,work in a factory,My uncle works in a car factory.,私のおじは自動車工場で働いている。,我叔叔在汽?工厂工作。,B,0,B
0499,freedom,名?,自由,自由,freedom of speech,Freedom of speech is important.,言論の自由は大切だ。,言?自由很重要。,B,0,B
0500,height,名?,高さ,高度；身高,at a height of,The wall is three meters in height.,その壁の高さは3メートルだ。,那堵?有三米高。,B,0,B
0501,hero,名?,英雄；主人公,英雄；男主人公,admire a hero,The firefighter became a hero in the town.,その消防士は町の英雄になった。,那位消防?成了?上的英雄。,B,0,B
0502,image,名?,イメージ；映像,形象；影像,change one’s image,The company wants to change its image.,その会社はイメージを変えたいと思っている。,那家公司想改?自己的形象。,B,0,B
0503,insect,名?,虫；昆虫,昆虫,an insect bite,An insect bit my arm.,虫が私の腕を刺した。,一只虫子咬了我的?膊。,B,0,B
0504,journey,名?,旅；旅行,旅程,take a journey,They took a long journey across Europe.,彼らはヨーロッパを横断する長い旅をした。,他??行了一次横跨欧洲的?途旅行。,B,0,B
0505,knowledge,名?,知識,知?,knowledge about,She has a lot of knowledge about history.,彼女は歴史について多くの知識を持っている。,?有很多?史知?。,B,0,B
0506,level,名?,水準；レベル,水平；等?,a high level,His English level is getting higher.,彼の英語のレベルは上がっている。,他的英?水平正在提高。,B,0,B
0507,medicine,名?,薬；医学,?；医学,take medicine,Take this medicine after meals.,食後にこの薬を飲んでください。,??后吃?个?。,B,0,B
0508,memory,名?,記憶；思い出,??；回?,memories of childhood,I have many happy memories of my childhood.,私は子どものころの楽しい思い出がたくさんある。,我有?多童年的快?回?。,B,0,B
0509,noise,名?,騒音,噪音,make a noise,Please do not make a loud noise.,大きな音を立てないでください。,?不要?出很大的声音。,B,0,B
0510,plastic,名?,プラスチック,塑料,made of plastic,This box is made of plastic.,この箱はプラスチックでできている。,?个盒子是塑料做的。,B,0,B
0511,police,名?,警察,警察,call the police,Call the police if you are in danger.,危険な時は警察を呼びなさい。,有危????警。,B,0,B
0512,principal,名?,校長,校?,the principal’s office,The principal spoke to the students.,校長先生は生徒たちに話した。,校??学生???。,B,0,B
0513,sight,名?,視力；見ること；光景,?力；景象,beautiful sight,The view from the mountain was a beautiful sight.,山からの眺めは美しい光景だった。,从山上看到的景色非常美。,B,0,B
0514,success,名?,成功,成功,have success,Her new business was a great success.,彼女の新しい事業は大成功だった。,?的新事?取得了巨大成功。,B,0,B
0515,temperature,名?,気温；温度；体温,温度；体温,average temperature,The temperature dropped at night.,夜に気温が下がった。,夜里气温下降了。,B,0,B
0516,tournament,名?,トーナメント；勝ち抜き試合,???；淘汰?,hold a tournament,Our team joined a tennis tournament.,私たちのチームはテニスのトーナメントに参加した。,我??参加了网球???。,B,0,B
0517,variety,名?,多様性；いろいろ,多?性；各?各?,a variety of,The store sells a variety of cakes.,その店はいろいろなケーキを売っている。,那家店?各?蛋?。,B,0,B
0518,ability,名?,能力,能力,ability to do,She has the ability to speak three languages.,彼女には3か国語を話す能力がある。,?有?三??言的能力。,B,0,B
0519,agreement,名?,合意；協定,??；同意,reach an agreement,The two countries reached an agreement.,その二つの国は合意に達した。,?个国家?成了??。,B,0,B
0520,athlete,名?,運動選手,???,an Olympic athlete,He wants to become an Olympic athlete.,彼はオリンピック選手になりたいと思っている。,他想成?奥?会???。,B,0,B
0521,author,名?,作者；著者,作者；作家,favorite author,My favorite author writes children’s books.,私の好きな作家は児童書を書いている。,我最喜?的作家写儿童?。,B,0,B
0522,backyard,名?,裏庭,后院,in the backyard,We planted a tree in the backyard.,私たちは裏庭に木を植えた。,我?在后院?了一??。,B,0,B
0523,bacteria,名?,バクテリア；細菌,?菌,bacteria in the body,Some bacteria are useful to humans.,人間に役立つバクテリアもある。,有些?菌?人?有益。,B,0,B
0524,beauty,名?,美；美人,美；美?,natural beauty,Many people admire the beauty of nature.,多くの人が自然の美しさに感動する。,?多人??大自然的美。,B,0,B
0525,behavior,名?,振る舞い；行動,行?；?止,rude behavior,His rude behavior surprised everyone.,彼の失礼な行動はみんなを驚かせた。,他的粗?行??大家吃?。,B,0,B
0526,blossom,名?,花；果樹の花,花；花?,cherry blossoms,Cherry blossoms bloom in spring.,桜の花は春に咲く。,?花在春天?放。,B,0,B
0527,carpenter,名?,大工,木匠,a skillful carpenter,A carpenter fixed the wooden door.,大工が木のドアを直した。,木匠修好了木?。,B,0,B
0528,cash,名?,現金,?金,pay in cash,I paid for the ticket in cash.,私はチケット代を現金で払った。,我用?金支付了票?。,B,0,B
0529,charity,名?,慈善；慈善事業,慈善；慈善事?,charity concert,They held a charity concert for children.,彼らは子どもたちのためにチャリティーコンサートを開いた。,他??孩子???了慈善音?会。,B,0,B
0530,communication,名?,コミュニケーション；伝達,交流；通信,a means of communication,Good communication is important at work.,仕事ではよいコミュニケーションが大切だ。,工作中良好的?通很重要。,B,0,B
0531,conference,名?,会議；協議会,会?,international conference,She attended an international conference.,彼女は国際会議に出席した。,?参加了一个国?会?。,B,0,B
0532,convenience,名?,便利；都合,便利,a convenience store,Online shopping offers great convenience.,オンラインショッピングは大きな便利さをもたらす。,网??来了很大的便利。,B,0,B
0533,crop,名?,作物；収穫高,?作物；收成,grow crops,The farmers grow crops in the field.,農家は畑で作物を育てている。,?民?在田里?植?作物。,B,0,B
0534,difficulty,名?,困難,困?,have difficulty doing,We had difficulty finding the station.,私たちは駅を見つけるのに苦労した。,我??了?才找到?站。,B,0,B
0535,direction,名?,方向；指示,方向；指示,in the direction of,Please walk in this direction.,この方向に歩いてください。,?往?个方向走。,B,0,B
0536,discount,名?,割引,折扣,get a discount,I got a discount on the shoes.,私はその靴を割引で買った。,我?那双鞋?得到了折扣。,B,0,B
0537,disease,名?,病気；疾患,疾病,cure a disease,Doctors are trying to cure the disease.,医者たちはその病気を治そうとしている。,医生?正在努力治???疾病。,B,0,B
0538,education,名?,教育,教育,college education,Every child has the right to education.,すべての子どもには教育を受ける権利がある。,?个孩子都有受教育的?利。,B,0,B
0539,effect,名?,影響；効果,影?；效果,the effect of,The medicine had a good effect.,その薬はよい効果があった。,???有很好的效果。,B,0,B
0540,enemy,名?,敵,?人,face an enemy,The soldiers faced a strong enemy.,兵士たちは強い敵に立ち向かった。,士兵?面??大的?人。,B,0,B
0541,energy,名?,エネルギー；精力,能量；精力,energy problem,We need to save energy at home.,私たちは家でエネルギーを節約する必要がある。,我?需要在家??能源。,B,0,B
0542,engine,名?,エンジン,??机,car engine,The car engine stopped suddenly.,車のエンジンが突然止まった。,汽???机突然停了。,B,0,B
0543,engineer,名?,エンジニア；技術者,工程?；技?人?,systems engineer,My father is a computer engineer.,私の父はコンピューターエンジニアだ。,我??是一名?算机工程?。,B,0,B
0544,entrance,名?,入口；入学,入口；入学,main entrance,We met at the main entrance.,私たちは正面玄関で会った。,我?在正??面。,B,0,B
0545,equipment,名?,用具；設備；装置,??；器材,fishing equipment,The school bought new sports equipment.,学校は新しいスポーツ用具を買った。,学校??了新的??器材。,B,0,B
0546,exercise,名?,運動；練習；練習問題,??；??,get exercise,You should get some exercise every day.,毎日少し運動したほうがいい。,????天做些??。,B,0,B
0547,explorer,名?,探検家,探?家,famous explorer,The explorer traveled across the desert.,その探検家は砂漠を横断した。,那位探?家穿越了沙漠。,B,0,B
0548,fashion,名?,流行；ファッション,?尚；流行,be in fashion,This style is in fashion now.,このスタイルは今流行している。,???格?在很流行。,B,0,B
0549,figure,名?,人物；形；数字,人物；?形；数字,public figure,She is a famous public figure.,彼女は有名な公人だ。,?是一位著名公?人物。,B,0,B
0550,forecast,名?,予報,??,weather forecast,The weather forecast says it will rain.,天気予報では雨が降ると言っている。,天气???会下雨。,B,0,B
0551,furniture,名?,家具,家具,a piece of furniture,We bought new furniture for the room.,私たちは部屋に新しい家具を買った。,我??房??了新家具。,B,0,B
0552,gallery,名?,美術館；画廊,美??；画廊,art gallery,The gallery displays modern art.,その美術館は現代美術を展示している。,那家美??展出?代??。,B,0,B
0553,habit,名?,習慣；癖,??,good habit,Brushing your teeth is a good habit.,歯を磨くことはよい習慣だ。,刷牙是个好??。,B,0,B
0554,harvest,名?,収穫,收?,good harvest,The farmers celebrated a good harvest.,農家の人々は豊作を祝った。,?民??祝?收。,B,0,B
0555,horror,名?,恐怖,恐怖,horror movie,I do not like horror movies.,私はホラー映画が好きではない。,我不喜?恐怖?影。,B,0,B
0556,housework,名?,家事,家?,do housework,I help my mother with the housework.,私は母の家事を手伝う。,我???做家?。,B,0,B
0557,instruction,名?,指示；訓練,指示；?明,give instructions,Please read the instructions carefully.,説明をよく読んでください。,?仔????明。,B,0,B
0558,instrument,名?,器具；楽器,工具；?器,musical instrument,He can play a musical instrument.,彼は楽器を演奏できる。,他会演奏一??器。,B,0,B
0559,issue,名?,発行；問題；号,??；刊号,latest issue,The latest issue of the magazine is interesting.,その雑誌の最新号は面白い。,那本?志的最新一期很有趣。,B,0,B
0560,item,名?,品目；項目,?目；物品,order an item,Please choose one item from the list.,リストから一つの項目を選んでください。,?从列表中??一?。,B,0,B
0561,microwave,名?,電子レンジ,微波炉,put in a microwave,Please heat the soup in the microwave.,スープを電子レンジで温めてください。,?用微波炉加??。,B,0,B
0562,movement,名?,運動；動き,??；?作,political movement,The political movement became stronger.,その政治運動は強くなった。,那?政治???得更?了。,B,0,B
0563,nation,名?,国家；国民,国家；民族,United Nations,The United Nations works for peace.,国際連合は平和のために活動している。,?合国?和平而努力。,B,0,B
0564,note,名?,覚え書き；注釈,??；注?,take notes,I take notes in class every day.,私は毎日授業でノートを取る。,我?天上????。,B,0,B
0565,officer,名?,警官；役人,警官；官?,police officer,A police officer helped the child.,警官がその子どもを助けた。,一名警官?助了那个孩子。,B,0,B
0566,package,名?,包み；荷物,包裹；包装,pick up a package,A package arrived this morning.,今朝、荷物が届いた。,今天早上来了一个包裹。,B,0,B
0567,photographer,名?,写真家；カメラマン,?影?,professional photographer,The photographer took pictures of the event.,その写真家はイベントの写真を撮った。,?影?拍?了活?照片。,B,0,B
0568,planet,名?,惑星,行星,planet around the sun,Earth is a planet that goes around the sun.,地球は太陽の周りを回る惑星だ。,地球是??太??行的行星。,B,0,B
0569,population,名?,人口,人口,large population,The population of the city is growing.,その都市の人口は増えている。,?座城市的人口正在增加。,B,0,B
0570,position,名?,位置；地位,位置；地位,change the position,Please change the position of the chair.,椅子の位置を変えてください。,?改?椅子的位置。,B,0,B
0571,product,名?,製品；産物；結果,?品；?物,industrial products,This company sells many useful products.,この会社は多くの便利な製品を売っている。,?家公司?售?多有用的?品。,B,0,B
0572,puppy,名?,子犬,小狗,cute puppy,The puppy is sleeping under the table.,子犬はテーブルの下で寝ている。,小狗正在?子下面睡?。,B,0,B
0573,receipt,名?,レシート；領収書,收据；小票,have a receipt,"May I have a receipt, please?",レシートをいただけますか。,可以?我收据?？,B,0,B
0574,recipe,名?,調理法；レシピ,食?；做法,favorite recipe,This is my favorite recipe for curry.,これは私のお気に入りのカレーのレシピだ。,?是我最喜?的??食?。,B,0,B
0575,resort,名?,リゾート；保養地,度假地,ski resort,We stayed at a ski resort in winter.,私たちは冬にスキーリゾートに泊まった。,我?冬天住在一个滑雪度假村。,B,0,B
0576,role,名?,役；役割,角色；作用,play a role,He played the role of a king.,彼は王様の役を演じた。,他扮演了国王的角色。,B,0,B
0577,row,名?,列,排；列,first row,We sat in the first row.,私たちは一列目に座った。,我?坐在第一排。,B,0,B
0578,rug,名?,敷物；ラグ,地毯；小毯子,lay a rug,There is a blue rug on the floor.,床に青いラグがある。,地板上有一??色地毯。,B,0,B
0579,sailor,名?,船乗り,水手；船?,brave sailor,The sailor worked on a large ship.,その船乗りは大きな船で働いていた。,那名水手在一艘大船上工作。,B,0,B
0580,sense,名?,感覚；意味,感?；意?,sense of smell,Dogs have a good sense of smell.,犬は優れた嗅覚を持っている。,狗有很好的嗅?。,B,0,B
0581,shortage,名?,不足；欠乏,短缺；不足,shortage of water,There is a shortage of water in the village.,その村では水が不足している。,那个村子缺水。,B,0,B
0582,signal,名?,信号；合図,信号；暗号,traffic signal,The traffic signal turned red.,交通信号が赤になった。,交通信号??了。,B,0,B
0583,silence,名?,静寂；沈黙,安静；?默,keep silence,The teacher asked for silence.,先生は静かにするよう求めた。,老?要求大家安静。,B,0,B
0584,site,名?,用地；場所；ウェブサイト,地点；?地；网站,camping site,This is a good site for camping.,ここはキャンプに良い場所だ。,?里是?合露?的地点。,B,0,B
0585,skin,名?,皮；肌,皮?；外皮,protect skin,Use cream to protect your skin.,肌を守るためにクリームを使いなさい。,使用乳霜保??的皮?。,B,0,B
0586,soil,名?,土壌,土壤,rich soil,Rich soil helps plants grow.,肥えた土は植物の成長を助ける。,肥沃的土壤有助于植物生?。,B,0,B
0587,soldier,名?,兵士；軍人,士兵；?人,train soldiers,The soldier trained hard every day.,その兵士は毎日一生懸命訓練した。,那名士兵?天努力??。,B,0,B
0588,spirit,名?,気分；精神；霊,精神；心情,in good spirits,She was in good spirits after the game.,試合の後、彼女は上機嫌だった。,比?后?心情很好。,B,0,B
0589,spray,名?,スプレー,??,insect spray,I used insect spray in the room.,私は部屋で防虫スプレーを使った。,我在房?里用了?虫??。,B,0,B
0590,state,名?,州；状態；国家,州；状?；国家,state of Texas,Texas is a large state in the U.S.,テキサスはアメリカの大きな州だ。,德克?斯是美国的一个大州。,B,0,B
0591,suggestion,名?,提案；暗示,建?；提?,accept a suggestion,Thank you for your helpful suggestion.,役に立つ提案をありがとう。,???有用的建?。,B,0,B
0592,sunrise,名?,日の出,日出,before sunrise,We left home before sunrise.,私たちは日の出前に家を出た。,我?在日出前??了家。,B,0,B
0593,technique,名?,技術；技巧,技?；技巧,new technique,He learned a new technique in class.,彼は授業で新しい技術を学んだ。,他在?上学到了一?新技?。,B,0,B
0594,track,名?,線路；走路；跡,?道；?道；足迹,railroad track,The train runs on this track.,電車はこの線路を走る。,列?在?条?道上行?。,B,0,B
0595,voyage,名?,船旅；航海,航海；海上旅行,long voyage,They went on a long voyage.,彼らは長い船旅に出た。,他??始了一次漫?的航海。,B,0,B
0596,wallet,名?,財布,?包,thick wallet,He lost his wallet on the train.,彼は電車で財布をなくした。,他在??上?了?包。,B,0,B
0597,weight,名?,重さ；体重,重量；体重,lose weight,What is your weight?,あなたの体重はどのくらいですか。,?的体重是多少？,B,0,B
0598,adventure,名?,冒険,冒?,exciting adventure,The children had an exciting adventure.,子どもたちはわくわくする冒険をした。,孩子???了一次刺激的冒?。,B,0,B
0599,amateur,名?,アマチュア；素人,?余?好者；外行,amateur photographer,He is an amateur photographer.,彼はアマチュアの写真家だ。,他是一名?余?影?。,B,0,B
0600,ancestor,名?,祖先,祖先,roots of ancestors,I want to learn about my ancestors.,私は自分の祖先について学びたい。,我想了解自己的祖先。,B,0,B
0601,aquarium,名?,水族館；水槽,水族?；水槽,visit an aquarium,We visited an aquarium in Osaka.,私たちは大阪の水族館を訪れた。,我?参?了大阪的一家水族?。,B,0,B
0602,argument,名?,口論；議論；主張,争?；?点,have an argument,I had an argument with my brother.,私は兄と口論した。,我和哥哥?了一架。,B,0,B
0603,assistant,名?,助手；補佐,助手；助理,assistant driver,She works as an assistant in the office.,彼女はオフィスで助手として働いている。,?在?公室做助理。,B,0,B
0604,atmosphere,名?,雰囲気；大気,气氛；大气,friendly atmosphere,The cafe has a friendly atmosphere.,そのカフェには友好的な雰囲気がある。,那家???气氛很友好。,B,0,B
0605,attendant,名?,係員；付き添い人,服??；随?,flight attendant,A flight attendant helped the passenger.,客室乗務員が乗客を助けた。,一名空乘?助了乘客。,B,0,B
0606,butterfly,名?,チョウ,蝴蝶,rare butterfly,A butterfly flew over the flowers.,チョウが花の上を飛んでいた。,一只蝴蝶??花?。,B,0,B
0607,calcium,名?,カルシウム,?,lack of calcium,Milk contains a lot of calcium.,牛乳にはたくさんのカルシウムが含まれている。,牛?含有很多?。,B,0,B
0608,cattle,名?,牛；畜牛,牛；家牛,feed cattle,The farmer feeds the cattle every morning.,農家は毎朝牛にえさを与える。,?夫?天早上?牛。,B,0,B
0609,celebration,名?,祝賀；祝い,?祝；?典,wedding celebration,The celebration lasted all night.,その祝賀会は一晩中続いた。,?祝活?持?了一整?。,B,0,B
0610,charge,名?,料金；請求,?用；收?,service charge,There is a small service charge.,少額のサービス料がかかる。,需要支付少量服??。,B,0,B
