set_no,set_title,question_no_in_set,global_question_id,question_type,question_text,choice_1,choice_2,choice_3,choice_4,correct_choice_no,correct_answer,explanation_cn,target_word,part_of_speech,jp_meaning,cn_meaning,collocation,source_basis,child_answer,auto_result_formula,attempt_count,wrong_count,error_rate_formula,last_practiced_date,last_wrong_date,status,notes
14,EIKEN Pre-2 Practice Set 14,5,135,词汇・熟语四选一,I don't live there _____.,greatly,anymore,generally,forever,2,anymore,正确答案是 anymore，意思是：再也；不再。例句考查：not anymore。,anymore,副词,これ以上；もう〜ない,再也；不再,not anymore,uploaded_vocab_database,,"=IF(T136="""","""",IF(T136=K136,""○"",""×""))",0,0,"=IF(V136=0,"""",W136/V136)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,6,136,会话补全,"A: I got a new bike yesterday.
B: Really? _____
A: Blue. It's my favorite color.",Why did you open the window?,What color is it?,When is the test?,How old is your sister?,2,What color is it?,回答是Blue，所以问题应问颜色。,,,,,,generated_from_pre2_pattern,,"=IF(T137="""","""",IF(T137=K137,""○"",""×""))",0,0,"=IF(V137=0,"""",W137/V137)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,7,137,会话补全,"A: Do you want to watch a movie tonight?
B: I'd like to, but I have a lot of homework.
A: _____
B: Good idea. Let's watch one this weekend.",This movie started yesterday.,How about watching one on Saturday?,I bought some vegetables.,You should stop studying forever.,2,How about watching one on Saturday?,今天不行，所以提议周六看最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T138="""","""",IF(T138=K138,""○"",""×""))",0,0,"=IF(V138=0,"""",W138/V138)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,8,138,语句补全・语法,Ken is looking forward to _____ his cousin next week.,saw,seen,seeing,see,3,seeing,look forward to 后面接动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T139="""","""",IF(T139=K139,""○"",""×""))",0,0,"=IF(V139=0,"""",W139/V139)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,9,139,语句补全・语法,This is the park _____ we played soccer last Sunday.,which,who,whose,where,4,where,表示地点的关系副词用 where。,,,,,,generated_from_pre2_pattern,,"=IF(T140="""","""",IF(T140=K140,""○"",""×""))",0,0,"=IF(V140=0,"""",W140/V140)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,10,140,短文空所補充,"Mika wanted to improve her English listening skills. She began listening to short English stories every night before bed. At first, she understood only a few words. After two months, she could understand most of the stories. She was happy because her daily practice helped her.

(Blank) Mika improved her listening because she _____.",stopped reading books,practiced every night,moved to another country,bought a new bed,2,practiced every night,每天晚上练习听英语，所以听力提高。,,,,,,generated_from_pre2_pattern,,"=IF(T141="""","""",IF(T141=K141,""○"",""×""))",0,0,"=IF(V141=0,"""",W141/V141)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,1,141,词汇・熟语四选一,The cat is _____ the door.,further,behind,recently,apart,2,behind,正确答案是 behind，意思是：在……后面。例句考查：behind the line。,behind,介词/副词,〜の後ろに；後ろに,在……后面,behind the line,uploaded_vocab_database,,"=IF(T142="""","""",IF(T142=K142,""○"",""×""))",0,0,"=IF(V142=0,"""",W142/V142)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,2,142,词汇・熟语四选一,The temperature fell _____ zero.,anymore,below,quite,especially,2,below,正确答案是 below，意思是：在……下面；低于。例句考查：below zero。,below,介词/副词,〜より下に；下に,在……下面；低于,below zero,uploaded_vocab_database,,"=IF(T143="""","""",IF(T143=K143,""○"",""×""))",0,0,"=IF(V143=0,"""",W143/V143)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,3,143,词汇・熟语四选一,The building was _____ destroyed.,regularly,greatly,further,completely,4,completely,正确答案是 completely，意思是：完全地。例句考查：completely destroyed。,completely,副词,完全に,完全地,completely destroyed,uploaded_vocab_database,,"=IF(T144="""","""",IF(T144=K144,""○"",""×""))",0,0,"=IF(V144=0,"""",W144/V144)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,4,144,词汇・熟语四选一,He solved the puzzle _____.,perhaps,finally,almost,easily,4,easily,正确答案是 easily，意思是：轻松地；容易地。例句考查：easily solve。,easily,副词,気楽に；たやすく；簡単に,轻松地；容易地,easily solve,uploaded_vocab_database,,"=IF(T145="""","""",IF(T145=K145,""○"",""×""))",0,0,"=IF(V145=0,"""",W145/V145)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,5,145,词汇・熟语四选一,Do you need anything _____?,far,somewhere,else,further,3,else,正确答案是 else，意思是：其他；另外。例句考查：anything else。,else,副词,その他に；代わりに,其他；另外,anything else,uploaded_vocab_database,,"=IF(T146="""","""",IF(T146=K146,""○"",""×""))",0,0,"=IF(V146=0,"""",W146/V146)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,6,146,会话补全,"A: This box is too heavy for me.
B: _____
A: Thank you. That's very kind of you.",I'll help you carry it.,I want to buy a ticket.,I read that book twice.,It is raining outside.,1,I'll help you carry it.,对方搬不动箱子时，提出帮忙搬。,,,,,,generated_from_pre2_pattern,,"=IF(T147="""","""",IF(T147=K147,""○"",""×""))",0,0,"=IF(V147=0,"""",W147/V147)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,7,147,会话补全,"A: What should we give Ms. Green for her birthday?
B: _____ She loves flowers.
A: Great idea.",The room is too cold.,I don't know her name.,How about some flowers?,Let's cancel the party.,3,How about some flowers?,后面说她喜欢花，所以提议送花。,,,,,,generated_from_pre2_pattern,,"=IF(T148="""","""",IF(T148=K148,""○"",""×""))",0,0,"=IF(V148=0,"""",W148/V148)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,8,148,语句补全・语法,I have lived in Yokohama _____ I was six years old.,during,until,since,for,3,since,since + 过去时间点/从句。,,,,,,generated_from_pre2_pattern,,"=IF(T149="""","""",IF(T149=K149,""○"",""×""))",0,0,"=IF(V149=0,"""",W149/V149)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,9,149,语句补全・语法,The cake was made _____ my sister.,from,by,with,of,2,by,被动语态中动作执行者用 by。,,,,,,generated_from_pre2_pattern,,"=IF(T150="""","""",IF(T150=K150,""○"",""×""))",0,0,"=IF(V150=0,"""",W150/V150)",,,未练习,
15,EIKEN Pre-2 Practice Set 15,10,150,短文空所補充,"A small town had a problem with trash in the park. Some students decided to clean the park every Saturday morning. At first, only five students came, but more people joined after seeing their work. After three months, the park became much cleaner.

(Blank) More people joined the students after they _____.",saw the students' work,lost their homework,moved to a big city,closed the park,1,saw the students' work,看到学生们的行动后，更多人加入。,,,,,,generated_from_pre2_pattern,,"=IF(T151="""","""",IF(T151=K151,""○"",""×""))",0,0,"=IF(V151=0,"""",W151/V151)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,1,151,词汇・熟语四选一,_____ my brother knows the answer.,later,gradually,even,further,3,even,正确答案是 even，意思是：甚至；连……也。例句考查：even today。,even,副词,〜でさえ；さらに,甚至；连……也,even today,uploaded_vocab_database,,"=IF(T152="""","""",IF(T152=K152,""○"",""×""))",0,0,"=IF(V152=0,"""",W152/V152)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,2,152,词汇・熟语四选一,My school is _____ from here.,apparently,far,downstairs,moreover,2,far,正确答案是 far，意思是：远；远远地。例句考查：far from。,far,副词,遠くに；はるかに,远；远远地,far from,uploaded_vocab_database,,"=IF(T153="""","""",IF(T153=K153,""○"",""×""))",0,0,"=IF(V153=0,"""",W153/V153)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,3,153,词汇・熟语四选一,"_____, we reached the top of the mountain.",yet,equally,finally,ahead,3,finally,正确答案是 finally，意思是：终于；最后。例句考查：finally reach。,finally,副词,ついに；最後に,终于；最后,finally reach,uploaded_vocab_database,,"=IF(T154="""","""",IF(T154=K154,""○"",""×""))",0,0,"=IF(V154=0,"""",W154/V154)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,4,154,词汇・熟语四选一,The weather _____ became warmer.,fairly,environmentally,probably,gradually,4,gradually,正确答案是 gradually，意思是：逐渐地。例句考查：gradually become。,gradually,副词,徐々に,逐渐地,gradually become,uploaded_vocab_database,,"=IF(T155="""","""",IF(T155=K155,""○"",""×""))",0,0,"=IF(V155=0,"""",W155/V155)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,5,155,词汇・熟语四选一,"I studied hard. _____, I failed the test.",sometime,besides,generally,however,4,however,正确答案是 however，意思是：然而；不过。例句考查：however hard。,however,副词,しかしながら；どんなに〜でも,然而；不过,however hard,uploaded_vocab_database,,"=IF(T156="""","""",IF(T156=K156,""○"",""×""))",0,0,"=IF(V156=0,"""",W156/V156)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,6,156,会话补全,"A: I'm going to the library after school. Do you want to come with me?
B: Sorry, I can't. I have to help my mother cook dinner.
A: That's OK. _____
B: Maybe tomorrow.",You should buy a book.,I'll ask you again later.,The library is closed.,I don't like cooking.,2,I'll ask you again later.,对方今天不能去，所以'下次再问你'最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T157="""","""",IF(T157=K157,""○"",""×""))",0,0,"=IF(V157=0,"""",W157/V157)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,7,157,会话补全,"A: Excuse me. Could you tell me how to get to the station?
B: Sure. Go straight and turn right at the next corner.
A: Thank you. Is it far from here?
B: No, _____",I prefer trains to buses.,it takes about five minutes on foot.,I lost my ticket yesterday.,you should practice more.,2,it takes about five minutes on foot.,回答距离远近时，用步行大约几分钟很自然。,,,,,,generated_from_pre2_pattern,,"=IF(T158="""","""",IF(T158=K158,""○"",""×""))",0,0,"=IF(V158=0,"""",W158/V158)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,8,158,语句补全・语法,"If it rains tomorrow, we _____ at home.",stay,stayed,have stayed,will stay,4,will stay,条件状语从句用现在时，主句用 will。,,,,,,generated_from_pre2_pattern,,"=IF(T159="""","""",IF(T159=K159,""○"",""×""))",0,0,"=IF(V159=0,"""",W159/V159)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,9,159,语句补全・语法,I have never _____ such a beautiful lake before.,saw,seeing,seen,see,3,seen,现在完成 have never + 过去分词。,,,,,,generated_from_pre2_pattern,,"=IF(T160="""","""",IF(T160=K160,""○"",""×""))",0,0,"=IF(V160=0,"""",W160/V160)",,,未练习,
16,EIKEN Pre-2 Practice Set 16,10,160,短文空所補充,"Yuki's grandfather grows vegetables in his garden. During summer vacation, Yuki helped him water the plants every morning. She learned that tomatoes need a lot of sunlight and water. At the end of summer, they picked many tomatoes and made salad together.

(Blank) Yuki learned that tomatoes need _____.",music and books,tickets and maps,sunlight and water,snow and strong wind,3,sunlight and water,文章说明番茄需要阳光和水。,,,,,,generated_from_pre2_pattern,,"=IF(T161="""","""",IF(T161=K161,""○"",""×""))",0,0,"=IF(V161=0,"""",W161/V161)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,1,161,词汇・熟语四选一,I used a pencil _____ of a pen.,environmentally,even,instead,otherwise,3,instead,正确答案是 instead，意思是：代替；反而。例句考查：instead of。,instead,副词,その代わりに,代替；反而,instead of,uploaded_vocab_database,,"=IF(T162="""","""",IF(T162=K162,""○"",""×""))",0,0,"=IF(V162=0,"""",W162/V162)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,2,162,词汇・熟语四选一,I will call you _____.,downstairs,gradually,later,seldom,3,later,正确答案是 later，意思是：之后；稍后。例句考查：three years later。,later,副词,後で；もっと遅く,之后；稍后,three years later,uploaded_vocab_database,,"=IF(T163="""","""",IF(T163=K163,""○"",""×""))",0,0,"=IF(V163=0,"""",W163/V163)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,3,163,词汇・熟语四选一,"_____, nobody was hurt.",luckily,quickly,generally,probably,1,luckily,正确答案是 luckily，意思是：幸运地。例句考查：luckily win。,luckily,副词,運良く,幸运地,luckily win,uploaded_vocab_database,,"=IF(T164="""","""",IF(T164=K164,""○"",""×""))",0,0,"=IF(V164=0,"""",W164/V164)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,4,164,词汇・熟语四选一,"It was cold; _____, it started to rain.",moreover,greatly,below,behind,1,moreover,正确答案是 moreover，意思是：而且；此外。例句考查：moreover。,moreover,副词,その上,而且；此外,moreover,uploaded_vocab_database,,"=IF(T165="""","""",IF(T165=K165,""○"",""×""))",0,0,"=IF(V165=0,"""",W165/V165)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,5,165,词汇・熟语四选一,The box is _____ empty.,apart,even,originally,nearly,4,nearly,正确答案是 nearly，意思是：几乎；差不多。例句考查：nearly all。,nearly,副词,ほとんど；もう少しで,几乎；差不多,nearly all,uploaded_vocab_database,,"=IF(T166="""","""",IF(T166=K166,""○"",""×""))",0,0,"=IF(V166=0,"""",W166/V166)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,6,166,会话补全,"A: You look worried. What's wrong?
B: I can't find my science notebook.
A: _____
B: Thanks. I remember I used it in the classroom.",Let's look for it together.,I don't enjoy science.,This notebook is expensive.,The bus will arrive soon.,1,Let's look for it together.,对方找不到东西时，主动提出一起找最合适。,,,,,,generated_from_pre2_pattern,,"=IF(T167="""","""",IF(T167=K167,""○"",""×""))",0,0,"=IF(V167=0,"""",W167/V167)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,7,167,会话补全,"A: How was your weekend?
B: It was great. I visited my grandparents.
A: _____
B: Yes. We cooked dinner together.",You should be quiet.,Did you have a good time?,Can I borrow your pencil?,Where is my umbrella?,2,Did you have a good time?,B说周末很棒，所以询问是否玩得开心最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T168="""","""",IF(T168=K168,""○"",""×""))",0,0,"=IF(V168=0,"""",W168/V168)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,8,168,语句补全・语法,English is spoken _____ many countries.,on,at,in,by,3,in,国家、地区前通常用 in。,,,,,,generated_from_pre2_pattern,,"=IF(T169="""","""",IF(T169=K169,""○"",""×""))",0,0,"=IF(V169=0,"""",W169/V169)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,9,169,语句补全・语法,My brother is taller _____ I am.,to,than,from,as,2,than,比较级 + than。,,,,,,generated_from_pre2_pattern,,"=IF(T170="""","""",IF(T170=K170,""○"",""×""))",0,0,"=IF(V170=0,"""",W170/V170)",,,未练习,
17,EIKEN Pre-2 Practice Set 17,10,170,短文空所補充,"David wanted to buy a present for his mother. He did not have much money, so he made a photo album by himself. He put family pictures and short messages in it. His mother was very happy because the present was full of memories.

(Blank) David made a photo album because _____.",he lost all family photos,his mother disliked pictures,he did not have much money,the store was very noisy,3,he did not have much money,因为钱不多，所以自己做相册。,,,,,,generated_from_pre2_pattern,,"=IF(T171="""","""",IF(T171=K171,""○"",""×""))",0,0,"=IF(V171=0,"""",W171/V171)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,1,171,词汇・熟语四选一,I have visited Nara _____.,originally,gradually,perhaps,once,4,once,正确答案是 once，意思是：一次；曾经。例句考查：once a week。,once,副词,一度；かつて,一次；曾经,once a week,uploaded_vocab_database,,"=IF(T172="""","""",IF(T172=K172,""○"",""×""))",0,0,"=IF(V172=0,"""",W172/V172)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,2,172,词汇・熟语四选一,He will _____ come tomorrow.,recently,afterward,widely,probably,4,probably,正确答案是 probably，意思是：大概；可能。例句考查：probably come。,probably,副词,たぶん,大概；可能,probably come,uploaded_vocab_database,,"=IF(T173="""","""",IF(T173=K173,""○"",""×""))",0,0,"=IF(V173=0,"""",W173/V173)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,3,173,词汇・熟语四选一,She answered the question _____.,probably,even,fortunately,quickly,4,quickly,正确答案是 quickly，意思是：迅速地；很快地。例句考查：answer quickly。,quickly,副词,すぐに；急いで,迅速地；很快地,answer quickly,uploaded_vocab_database,,"=IF(T174="""","""",IF(T174=K174,""○"",""×""))",0,0,"=IF(V174=0,"""",W174/V174)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,4,174,词汇・熟语四选一,This question is _____ difficult.,anymore,ahead,fortunately,quite,4,quite,正确答案是 quite，意思是：很；相当；完全。例句考查：quite difficult。,quite,副词,とても；かなり；全く,很；相当；完全,quite difficult,uploaded_vocab_database,,"=IF(T175="""","""",IF(T175=K175,""○"",""×""))",0,0,"=IF(V175=0,"""",W175/V175)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,5,175,词汇・熟语四选一,I _____ started learning Japanese.,recently,throughout,somewhere,rapidly,1,recently,正确答案是 recently，意思是：最近。例句考查：recently started。,recently,副词,最近；近ごろ,最近,recently started,uploaded_vocab_database,,"=IF(T176="""","""",IF(T176=K176,""○"",""×""))",0,0,"=IF(V176=0,"""",W176/V176)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,6,176,会话补全,"A: May I use your dictionary for a minute?
B: Sure. _____
A: Thanks. I'll give it back soon.",That's too far.,Here you are.,It sounds dangerous.,I missed the train.,2,Here you are.,借东西时递给对方用 Here you are。,,,,,,generated_from_pre2_pattern,,"=IF(T177="""","""",IF(T177=K177,""○"",""×""))",0,0,"=IF(V177=0,"""",W177/V177)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,7,177,会话补全,"A: I'm sorry I'm late. The bus was crowded.
B: That's all right. _____
A: Good. Let's start our homework.",I have never seen a bus.,The weather was very hot.,This cake tastes sweet.,We still have enough time.,4,We still have enough time.,对方迟到时，说明还有时间，符合上下文。,,,,,,generated_from_pre2_pattern,,"=IF(T178="""","""",IF(T178=K178,""○"",""×""))",0,0,"=IF(V178=0,"""",W178/V178)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,8,178,语句补全・语法,Could you tell me _____ the nearest station is?,who,what,where,whose,3,where,间接疑问句询问地点用 where。,,,,,,generated_from_pre2_pattern,,"=IF(T179="""","""",IF(T179=K179,""○"",""×""))",0,0,"=IF(V179=0,"""",W179/V179)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,9,179,语句补全・语法,There are many things _____ we can do to help the environment.,that,who,where,when,1,that,things 作先行词时可用 that。,,,,,,generated_from_pre2_pattern,,"=IF(T180="""","""",IF(T180=K180,""○"",""×""))",0,0,"=IF(V180=0,"""",W180/V180)",,,未练习,
18,EIKEN Pre-2 Practice Set 18,10,180,短文空所補充,"Sara's class visited a science museum. The guide showed them a robot that could answer simple questions. Sara asked the robot about space, and it gave a short answer. She thought technology was interesting and decided to read more about robots.

(Blank) Sara became interested in robots after _____.",cooking dinner at home,visiting the science museum,playing soccer outside,forgetting her notebook,2,visiting the science museum,参观科学博物馆后，她对机器人感兴趣。,,,,,,generated_from_pre2_pattern,,"=IF(T181="""","""",IF(T181=K181,""○"",""×""))",0,0,"=IF(V181=0,"""",W181/V181)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,1,181,词汇・熟语四选一,I exercise _____ to stay healthy.,later,though,eventually,regularly,4,regularly,正确答案是 regularly，意思是：定期地；有规律地。例句考查：regularly exercise。,regularly,副词,定期的に；規則正しく,定期地；有规律地,regularly exercise,uploaded_vocab_database,,"=IF(T182="""","""",IF(T182=K182,""○"",""×""))",0,0,"=IF(V182=0,"""",W182/V182)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,2,182,词汇・熟语四选一,Let's meet _____ next week.,quickly,sometime,apart,however,2,sometime,正确答案是 sometime，意思是：某个时候；改天。例句考查：sometime in the future。,sometime,副词,いつか；ある時,某个时候；改天,sometime in the future,uploaded_vocab_database,,"=IF(T183="""","""",IF(T183=K183,""○"",""×""))",0,0,"=IF(V183=0,"""",W183/V183)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,3,183,词汇・熟语四选一,"It was cold, but I enjoyed the trip _____.",anymore,afterward,though,fairly,3,though,正确答案是 though，意思是：不过；虽然。例句考查：even though。,though,副词/连词,でも；やっぱり；だけれども,不过；虽然,even though,uploaded_vocab_database,,"=IF(T184="""","""",IF(T184=K184,""○"",""×""))",0,0,"=IF(V184=0,"""",W184/V184)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,4,184,词汇・熟语四选一,It rained _____ the night.,below,throughout,though,generally,2,throughout,正确答案是 throughout，意思是：整个期间；遍及。例句考查：throughout the summer。,throughout,介词/副词,〜の間ずっと；〜の至るところに,整个期间；遍及,throughout the summer,uploaded_vocab_database,,"=IF(T185="""","""",IF(T185=K185,""○"",""×""))",0,0,"=IF(V185=0,"""",W185/V185)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,5,185,词汇・熟语四选一,I brush my teeth _____ a day.,completely,besides,actually,twice,4,twice,正确答案是 twice，意思是：两次。例句考查：twice a day。,twice,副词,2回；2度,两次,twice a day,uploaded_vocab_database,,"=IF(T186="""","""",IF(T186=K186,""○"",""×""))",0,0,"=IF(V186=0,"""",W186/V186)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,6,186,会话补全,"A: I got a new bike yesterday.
B: Really? _____
A: Blue. It's my favorite color.",What color is it?,Why did you open the window?,When is the test?,How old is your sister?,1,What color is it?,回答是Blue，所以问题应问颜色。,,,,,,generated_from_pre2_pattern,,"=IF(T187="""","""",IF(T187=K187,""○"",""×""))",0,0,"=IF(V187=0,"""",W187/V187)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,7,187,会话补全,"A: Do you want to watch a movie tonight?
B: I'd like to, but I have a lot of homework.
A: _____
B: Good idea. Let's watch one this weekend.",You should stop studying forever.,I bought some vegetables.,This movie started yesterday.,How about watching one on Saturday?,4,How about watching one on Saturday?,今天不行，所以提议周六看最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T188="""","""",IF(T188=K188,""○"",""×""))",0,0,"=IF(V188=0,"""",W188/V188)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,8,188,语句补全・语法,I was surprised _____ the news.,to,at,with,for,2,at,be surprised at 表示'对……感到惊讶'。,,,,,,generated_from_pre2_pattern,,"=IF(T189="""","""",IF(T189=K189,""○"",""×""))",0,0,"=IF(V189=0,"""",W189/V189)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,9,189,语句补全・语法,She asked me _____ I liked Japanese food.,where,who,if,what,3,if,asked me if... 表示'问我是否……'。,,,,,,generated_from_pre2_pattern,,"=IF(T190="""","""",IF(T190=K190,""○"",""×""))",0,0,"=IF(V190=0,"""",W190/V190)",,,未练习,
19,EIKEN Pre-2 Practice Set 19,10,190,短文空所補充,"Hiro and his friends planned a picnic. On Friday night, the weather report said it would rain on Saturday. They changed the plan and had lunch at Hiro's house instead. They played games and enjoyed the day, even though they could not go to the park.

(Blank) They had lunch at Hiro's house because _____.",Hiro lost his shoes,they wanted to ride bikes,it was going to rain,the park was too beautiful,3,it was going to rain,天气预报说会下雨，所以改在家里。,,,,,,generated_from_pre2_pattern,,"=IF(T191="""","""",IF(T191=K191,""○"",""×""))",0,0,"=IF(V191=0,"""",W191/V191)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,1,191,词汇・熟语四选一,Have you finished your homework _____?,yet,easily,eventually,regularly,1,yet,正确答案是 yet，意思是：已经；还；尚未。例句考查：not yet。,yet,副词,もう；まだ,已经；还；尚未,not yet,uploaded_vocab_database,,"=IF(T192="""","""",IF(T192=K192,""○"",""×""))",0,0,"=IF(V192=0,"""",W192/V192)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,2,192,词汇・熟语四选一,"_____ it was raining, we went out.",whether,whenever,wherever,although,4,although,正确答案是 although，意思是：虽然；尽管。例句考查：although I'm busy。,although,连词,〜だけれども,虽然；尽管,although I'm busy,uploaded_vocab_database,,"=IF(T193="""","""",IF(T193=K193,""○"",""×""))",0,0,"=IF(V193=0,"""",W193/V193)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,3,193,词汇・熟语四选一,I found the answer on the _____.,photograph,Internet,edge,note,2,Internet,正确答案是 Internet，意思是：互联网。例句考查：on the Internet。,Internet,名词,インターネット,互联网,on the Internet,uploaded_vocab_database,,"=IF(T194="""","""",IF(T194=K194,""○"",""×""))",0,0,"=IF(V194=0,"""",W194/V194)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,4,194,词汇・熟语四选一,A car _____ happened near the school.,accident,puppet,height,rock,1,accident,正确答案是 accident，意思是：事故；意外。例句考查：cause a car accident。,accident,名词,事故、偶然,事故；意外,cause a car accident,uploaded_vocab_database,,"=IF(T195="""","""",IF(T195=K195,""○"",""×""))",0,0,"=IF(V195=0,"""",W195/V195)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,5,195,词汇・熟语四选一,Club _____ start after school.,dormitory,rock,activity,commercial,3,activity,正确答案是 activity，意思是：活动。例句考查：club activities。,activity,名词,活動,活动,club activities,uploaded_vocab_database,,"=IF(T196="""","""",IF(T196=K196,""○"",""×""))",0,0,"=IF(V196=0,"""",W196/V196)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,6,196,会话补全,"A: This box is too heavy for me.
B: _____
A: Thank you. That's very kind of you.",I want to buy a ticket.,I'll help you carry it.,I read that book twice.,It is raining outside.,2,I'll help you carry it.,对方搬不动箱子时，提出帮忙搬。,,,,,,generated_from_pre2_pattern,,"=IF(T197="""","""",IF(T197=K197,""○"",""×""))",0,0,"=IF(V197=0,"""",W197/V197)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,7,197,会话补全,"A: What should we give Ms. Green for her birthday?
B: _____ She loves flowers.
A: Great idea.",Let's cancel the party.,I don't know her name.,How about some flowers?,The room is too cold.,3,How about some flowers?,后面说她喜欢花，所以提议送花。,,,,,,generated_from_pre2_pattern,,"=IF(T198="""","""",IF(T198=K198,""○"",""×""))",0,0,"=IF(V198=0,"""",W198/V198)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,8,198,语句补全・语法,The boy _____ under the tree is my friend.,to stand,stand,standing,stood,3,standing,现在分词短语作后置修饰。,,,,,,generated_from_pre2_pattern,,"=IF(T199="""","""",IF(T199=K199,""○"",""×""))",0,0,"=IF(V199=0,"""",W199/V199)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,9,199,语句补全・语法,You should finish your homework before _____ outside.,to go,go,went,going,4,going,介词 before 后接动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T200="""","""",IF(T200=K200,""○"",""×""))",0,0,"=IF(V200=0,"""",W200/V200)",,,未练习,
20,EIKEN Pre-2 Practice Set 20,10,200,短文空所補充,"Nina often forgot new English words after learning them. Her teacher told her to use each word in a sentence. Nina started writing three sentences every day. Soon, she remembered words more easily because she used them many times.

(Blank) Nina remembered words more easily by _____.",reading no English,using them in sentences,sleeping in class,throwing away her notebook,2,using them in sentences,把单词用于句子中，能帮助记忆。,,,,,,generated_from_pre2_pattern,,"=IF(T201="""","""",IF(T201=K201,""○"",""×""))",0,0,"=IF(V201=0,"""",W201/V201)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,1,201,词汇・熟语四选一,The _____ played a detective in the movie.,novel,crocodile,actor,equipment,3,actor,正确答案是 actor，意思是：演员。例句考查：a movie actor。,actor,名词,俳優,演员,a movie actor,uploaded_vocab_database,,"=IF(T202="""","""",IF(T202=K202,""○"",""×""))",0,0,"=IF(V202=0,"""",W202/V202)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,2,202,词汇・熟语四选一,Please write your present _____ here.,material,commercial,experience,address,4,address,正确答案是 address，意思是：地址；演讲。例句考查：present address。,address,名词,住所、演説,地址；演讲,present address,uploaded_vocab_database,,"=IF(T203="""","""",IF(T203=K203,""○"",""×""))",0,0,"=IF(V203=0,"""",W203/V203)",,,未练习,
